,defteam,play_type,air_yards,yards_after_catch,interception,complete_pass,yards_allowed,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name
2532,GB,pass,-5,21,0,1,16,00-0039152,W.Levis,00-0039032,T.Spears
2533,GB,pass,4,8,0,1,12,00-0039152,W.Levis,00-0033009,T.Boyd
2534,MIN,pass,6,,1,0,0,00-0039163,C.Stroud,00-0038977,T.Dell
2535,HOU,pass,-2,,0,0,0,00-0034869,S.Darnold,00-0033246,J.Mundt
2536,HOU,pass,9,0,0,1,9,00-0034869,S.Darnold,00-0036322,J.Jefferson
2537,HOU,pass,-1,,0,0,0,00-0034869,S.Darnold,00-0033293,A.Jones
2538,HOU,pass,6,0,0,1,6,00-0034869,S.Darnold,00-0036322,J.Jefferson
2539,MIN,pass,5,2,0,1,7,00-0039163,C.Stroud,00-0031588,S.Diggs
2540,MIN,pass,4,3,0,1,7,00-0039163,C.Stroud,00-0031588,S.Diggs
2541,MIN,pass,3,,0,0,0,00-0039163,C.Stroud,00-0034383,D.Schultz
2542,MIN,pass,2,3,0,1,5,00-0039163,C.Stroud,00-0030431,R.Woods
2543,MIN,pass,3,0,0,1,3,00-0039163,C.Stroud,00-0034383,D.Schultz
2544,MIN,pass,,,0,0,0,00-0039163,C.Stroud,,
2545,MIN,pass,11,,0,0,0,00-0039163,C.Stroud,00-0034383,D.Schultz
2546,HOU,pass,20,8,0,1,28,00-0034869,S.Darnold,00-0036322,J.Jefferson
2547,HOU,pass,5,0,0,1,5,00-0034869,S.Darnold,00-0036322,J.Jefferson
2548,HOU,pass,-1,5,0,1,4,00-0034869,S.Darnold,00-0033293,A.Jones
2549,HOU,pass,3,5,0,1,8,00-0034869,S.Darnold,00-0033293,A.Jones
2550,MIN,pass,21,,0,0,0,00-0039163,C.Stroud,00-0031588,S.Diggs
2551,HOU,pass,31,,0,0,0,00-0034869,S.Darnold,00-0035249,J.Oliver
2552,HOU,pass,-1,,0,0,0,00-0034869,S.Darnold,,
2553,MIN,pass,16,3,0,1,19,00-0039163,C.Stroud,00-0031588,S.Diggs
2554,MIN,pass,-6,,0,0,0,00-0039163,C.Stroud,00-0036414,C.Akers
2555,MIN,pass,-4,17,0,1,13,00-0031588,S.Diggs,00-0033854,D.Ogunbowale
2556,MIN,pass,2,2,0,1,4,00-0039163,C.Stroud,00-0038977,T.Dell
2557,MIN,pass,27,,0,0,0,00-0039163,C.Stroud,00-0036554,N.Collins
2558,HOU,pass,-3,23,0,1,20,00-0034869,S.Darnold,00-0033293,A.Jones
2559,HOU,pass,10,,0,0,0,00-0034869,S.Darnold,00-0034646,B.Powell
2560,MIN,pass,-2,11,0,1,9,00-0039163,C.Stroud,00-0036554,N.Collins
2561,MIN,pass,2,10,0,1,12,00-0039163,C.Stroud,00-0031588,S.Diggs
2562,MIN,pass,12,0,0,1,12,00-0039163,C.Stroud,00-0031588,S.Diggs
2563,HOU,pass,16,5,0,1,21,00-0034869,S.Darnold,00-0036322,J.Jefferson
2564,HOU,pass,5,3,0,1,8,00-0034869,S.Darnold,00-0034487,T.Sherfield
2565,HOU,pass,,,0,0,0,00-0034869,S.Darnold,,
2566,HOU,pass,12,0,0,1,12,00-0034869,S.Darnold,00-0036322,J.Jefferson
2567,HOU,pass,7,,0,0,0,00-0034869,S.Darnold,,
2568,HOU,pass,,,0,0,0,00-0034869,S.Darnold,,
2569,MIN,pass,12,4,0,1,16,00-0039163,C.Stroud,00-0031588,S.Diggs
2570,MIN,pass,,,0,0,0,00-0039163,C.Stroud,,
2571,HOU,pass,18,0,0,1,18,00-0034869,S.Darnold,00-0037291,J.Nailor
2572,HOU,pass,5,4,0,1,9,00-0034869,S.Darnold,00-0037291,J.Nailor
2573,HOU,pass,,,0,0,0,00-0034869,S.Darnold,,
2574,HOU,pass,4,0,0,1,4,00-0034869,S.Darnold,00-0037291,J.Nailor
2575,MIN,pass,,,0,0,0,00-0039163,C.Stroud,,
2576,MIN,pass,-9,,0,0,0,00-0039163,C.Stroud,00-0036414,C.Akers
2577,MIN,pass,2,6,0,1,8,00-0039163,C.Stroud,00-0034383,D.Schultz
2578,HOU,pass,,,0,0,0,00-0034869,S.Darnold,,
2579,HOU,pass,14,,0,0,0,00-0034869,S.Darnold,00-0033246,J.Mundt
2580,MIN,pass,14,5,0,1,19,00-0039163,C.Stroud,00-0038977,T.Dell
2581,MIN,pass,-4,,0,0,0,00-0039163,C.Stroud,00-0038618,X.Hutchinson
2582,MIN,pass,28,6,0,1,34,00-0039163,C.Stroud,00-0036554,N.Collins
2583,MIN,pass,-5,10,0,1,5,00-0039163,C.Stroud,00-0038977,T.Dell
2584,MIN,pass,2,6,0,1,8,00-0039163,C.Stroud,00-0036414,C.Akers
2585,HOU,pass,7,,0,0,0,00-0034869,S.Darnold,00-0037291,J.Nailor
2586,HOU,pass,-5,14,0,1,9,00-0034869,S.Darnold,00-0033293,A.Jones
2587,HOU,pass,5,0,0,1,5,00-0034869,S.Darnold,00-0033293,A.Jones
2588,HOU,pass,13,0,0,1,13,00-0034869,S.Darnold,00-0034646,B.Powell
2589,HOU,pass,5,,0,0,0,00-0034869,S.Darnold,00-0036322,J.Jefferson
2590,MIN,pass,26,,0,0,0,00-0039163,C.Stroud,00-0034383,D.Schultz
2591,MIN,pass,3,0,0,1,3,00-0039163,C.Stroud,00-0031588,S.Diggs
2592,MIN,pass,23,,1,0,0,00-0039163,C.Stroud,00-0036554,N.Collins
2593,HOU,pass,2,,0,0,0,00-0034869,S.Darnold,,
2594,HOU,pass,2,0,0,1,2,00-0034869,S.Darnold,00-0033246,J.Mundt
2595,MIN,pass,15,3,0,1,18,00-0039163,C.Stroud,00-0036554,N.Collins
2596,MIN,pass,-3,1,0,1,-2,00-0039163,C.Stroud,00-0036096,J.Taylor
2597,MIN,pass,,,0,0,0,00-0039163,C.Stroud,,
2598,MIN,pass,-4,17,0,1,13,00-0039163,C.Stroud,00-0030431,R.Woods
2599,MIN,pass,-2,17,0,1,15,00-0039163,C.Stroud,00-0033854,D.Ogunbowale
2600,HOU,pass,5,,0,0,0,00-0034869,S.Darnold,00-0036322,J.Jefferson
2601,MIN,pass,-3,28,0,1,25,00-0036898,D.Mills,00-0036554,N.Collins
2602,MIN,pass,13,,0,0,0,00-0036898,D.Mills,00-0031588,S.Diggs
2603,MIN,pass,2,0,0,1,2,00-0036898,D.Mills,00-0036096,J.Taylor
2604,MIN,pass,3,3,0,1,6,00-0036898,D.Mills,00-0031588,S.Diggs
2605,MIN,pass,3,6,0,1,9,00-0036898,D.Mills,00-0031588,S.Diggs
2606,MIN,pass,16,1,0,1,17,00-0036898,D.Mills,00-0038977,T.Dell
2607,MIN,pass,,,0,0,0,00-0036898,D.Mills,,
2608,MIN,pass,3,0,0,1,3,00-0036898,D.Mills,00-0031588,S.Diggs
2609,MIN,pass,16,1,0,1,17,00-0036898,D.Mills,00-0038977,T.Dell
2610,MIN,pass,3,,0,0,0,00-0036898,D.Mills,00-0036554,N.Collins
2611,MIN,pass,3,,0,0,0,00-0036898,D.Mills,00-0036554,N.Collins
2612,MIN,pass,3,,0,0,0,00-0036898,D.Mills,00-0036554,N.Collins
2613,MIN,pass,3,,0,0,0,00-0036898,D.Mills,00-0036554,N.Collins
2614,JAX,pass,5,14,0,1,19,00-0034857,J.Allen,00-0037248,J.Cook
2615,JAX,pass,11,,0,0,0,00-0034857,J.Allen,00-0038933,D.Kincaid
2616,JAX,pass,3,1,0,1,4,00-0034857,J.Allen,00-0037248,J.Cook
2617,JAX,pass,-7,19,0,1,12,00-0034857,J.Allen,00-0037261,K.Shakir
2618,JAX,pass,-4,16,0,1,12,00-0034857,J.Allen,00-0037261,K.Shakir
2619,JAX,pass,6,3,0,1,9,00-0034857,J.Allen,00-0033282,C.Samuel
2620,BUF,pass,-2,3,0,1,1,00-0036971,T.Lawrence,00-0036973,T.Etienne
2621,BUF,pass,4,,0,0,0,00-0036971,T.Lawrence,00-0039893,B.Thomas
2622,BUF,pass,12,,0,0,0,00-0036971,T.Lawrence,00-0036196,G.Davis
2623,JAX,pass,-2,12,0,1,10,00-0034857,J.Allen,00-0033282,C.Samuel
2624,JAX,pass,9,,0,0,0,00-0034857,J.Allen,00-0034272,M.Valdes-Scantling
2625,JAX,pass,6,1,0,1,7,00-0034857,J.Allen,00-0034272,M.Valdes-Scantling
2626,JAX,pass,18,10,0,1,28,00-0034857,J.Allen,00-0038933,D.Kincaid
2627,JAX,pass,0,,0,0,0,00-0034857,J.Allen,00-0035689,D.Knox
2628,JAX,pass,0,5,0,1,5,00-0034857,J.Allen,00-0037261,K.Shakir
2629,JAX,pass,3,1,0,1,4,00-0034857,J.Allen,00-0035537,Ty.Johnson
2630,JAX,pass,6,0,0,1,6,00-0034857,J.Allen,00-0038933,D.Kincaid
2631,BUF,pass,2,4,0,1,6,00-0036971,T.Lawrence,00-0034775,C.Kirk
2632,BUF,pass,18,,0,0,0,00-0036971,T.Lawrence,00-0039893,B.Thomas
2633,BUF,pass,4,8,0,1,12,00-0036971,T.Lawrence,00-0039893,B.Thomas
2634,BUF,pass,5,1,0,1,6,00-0036971,T.Lawrence,00-0039893,B.Thomas
2635,BUF,pass,8,0,0,1,8,00-0036971,T.Lawrence,00-0034775,C.Kirk
2636,BUF,pass,1,0,0,1,1,00-0036971,T.Lawrence,00-0036887,L.Farrell
2637,BUF,pass,23,,0,0,0,00-0036971,T.Lawrence,00-0036973,T.Etienne
2638,BUF,pass,22,,0,0,0,00-0036971,T.Lawrence,00-0036196,G.Davis
2639,JAX,pass,4,3,0,1,7,00-0034857,J.Allen,00-0035689,D.Knox
2640,JAX,pass,0,8,0,1,8,00-0034857,J.Allen,00-0037248,J.Cook
2641,JAX,pass,0,17,0,1,17,00-0034857,J.Allen,00-0037248,J.Cook
2642,JAX,pass,31,,0,0,0,00-0034857,J.Allen,00-0033555,M.Hollins
2643,JAX,pass,19,5,0,1,24,00-0034857,J.Allen,00-0039901,K.Coleman
2644,BUF,pass,2,4,0,1,6,00-0036971,T.Lawrence,00-0038935,B.Strange
2645,BUF,pass,6,,0,0,0,00-0036971,T.Lawrence,,
2646,BUF,pass,19,,1,0,0,00-0036971,T.Lawrence,00-0039893,B.Thomas
2647,JAX,pass,-4,12,0,1,8,00-0034857,J.Allen,00-0037261,K.Shakir
2648,JAX,pass,26,,0,0,0,00-0034857,J.Allen,00-0037248,J.Cook
2649,JAX,pass,-7,8,0,1,1,00-0034857,J.Allen,00-0039875,R.Davis
2650,JAX,pass,4,23,0,1,27,00-0034857,J.Allen,00-0037261,K.Shakir
2651,BUF,pass,6,0,0,1,6,00-0036971,T.Lawrence,00-0038606,P.Washington
2652,BUF,pass,1,4,0,1,5,00-0036971,T.Lawrence,00-0039893,B.Thomas
2653,BUF,pass,1,,0,0,0,00-0036971,T.Lawrence,00-0036973,T.Etienne
2654,BUF,pass,2,,0,0,0,00-0036971,T.Lawrence,00-0038935,B.Strange
2655,BUF,pass,,,0,0,0,00-0036971,T.Lawrence,,
2656,JAX,pass,4,4,0,1,8,00-0034857,J.Allen,00-0035537,Ty.Johnson
2657,JAX,pass,6,,0,0,0,00-0034857,J.Allen,,
2658,JAX,pass,7,1,0,1,8,00-0034857,J.Allen,00-0037261,K.Shakir
2659,JAX,pass,0,7,0,1,7,00-0034857,J.Allen,00-0038933,D.Kincaid
2660,JAX,pass,16,0,0,1,16,00-0034857,J.Allen,00-0035537,Ty.Johnson
2661,BUF,pass,0,,0,0,0,00-0036971,T.Lawrence,00-0036196,G.Davis
2662,BUF,pass,6,2,0,1,8,00-0036971,T.Lawrence,00-0036973,T.Etienne
2663,BUF,pass,17,,0,0,0,00-0036971,T.Lawrence,00-0038935,B.Strange
2664,BUF,pass,2,,0,0,0,00-0036971,T.Lawrence,,
2665,BUF,pass,18,0,0,1,18,00-0036971,T.Lawrence,00-0034775,C.Kirk
2666,BUF,pass,4,,0,0,0,00-0036971,T.Lawrence,00-0036887,L.Farrell
2667,BUF,pass,6,-1,0,1,5,00-0036971,T.Lawrence,00-0036196,G.Davis
2668,BUF,pass,21,3,0,1,24,00-0036971,T.Lawrence,00-0034775,C.Kirk
2669,BUF,pass,6,0,0,1,6,00-0036971,T.Lawrence,00-0038935,B.Strange
2670,JAX,pass,6,10,0,1,16,00-0034857,J.Allen,00-0033555,M.Hollins
2671,JAX,pass,9,,0,0,0,00-0034857,J.Allen,00-0038933,D.Kincaid
2672,BUF,pass,8,2,0,1,10,00-0036971,T.Lawrence,00-0034775,C.Kirk
2673,BUF,pass,,,0,0,0,00-0036971,T.Lawrence,,
2674,BUF,pass,12,0,0,1,12,00-0036971,T.Lawrence,00-0038606,P.Washington
2675,BUF,pass,7,0,0,1,7,00-0036971,T.Lawrence,00-0034775,C.Kirk
2676,BUF,pass,12,,0,0,0,00-0036971,T.Lawrence,00-0038935,B.Strange
2677,BUF,pass,13,0,0,1,13,00-0036971,T.Lawrence,00-0036196,G.Davis
2678,BUF,pass,3,13,0,1,16,00-0036971,T.Lawrence,00-0039893,B.Thomas
2679,BUF,pass,12,,0,0,0,00-0036971,T.Lawrence,00-0036196,G.Davis
2680,BUF,pass,12,,0,0,0,00-0036971,T.Lawrence,00-0034775,C.Kirk
2681,BUF,pass,,,0,0,0,00-0036971,T.Lawrence,,
2682,BUF,pass,,,0,0,0,00-0036971,T.Lawrence,,
2683,BUF,pass,1,0,0,1,1,00-0036971,T.Lawrence,00-0036973,T.Etienne
2684,BUF,pass,5,2,0,1,7,00-0036971,T.Lawrence,00-0036973,T.Etienne
2685,BUF,pass,14,,0,0,0,00-0036971,T.Lawrence,00-0039893,B.Thomas
2686,JAX,pass,-4,7,0,1,3,00-0033869,M.Trubisky,00-0033282,C.Samuel
2687,BUF,pass,,,0,0,0,00-0036972,M.Jones,,
2688,BUF,pass,4,5,0,1,9,00-0036972,M.Jones,00-0039893,B.Thomas
2689,BUF,pass,-3,8,0,1,5,00-0036972,M.Jones,00-0034775,C.Kirk
2690,BUF,pass,-3,4,0,1,1,00-0036972,M.Jones,00-0034775,C.Kirk
2691,BUF,pass,6,,0,0,0,00-0036972,M.Jones,00-0034775,C.Kirk
2692,BUF,pass,-3,2,0,1,-1,00-0036972,M.Jones,00-0036331,D.Duvernay
2693,BUF,pass,0,,0,0,0,00-0036972,M.Jones,00-0035628,D.Johnson
2694,BUF,pass,2,6,0,1,8,00-0036972,M.Jones,00-0036332,J.Deguara
2695,BUF,pass,10,,0,0,0,00-0036972,M.Jones,00-0038606,P.Washington
2696,KC,pass,0,9,0,1,9,00-0029604,K.Cousins,00-0036309,D.Mooney
2697,KC,pass,16,10,0,1,26,00-0029604,K.Cousins,00-0036309,D.Mooney
2698,KC,pass,4,11,0,1,15,00-0029604,K.Cousins,00-0034407,R.McCloud
2699,KC,pass,-2,4,0,1,2,00-0029604,K.Cousins,00-0034407,R.McCloud
2700,KC,pass,14,0,0,1,14,00-0029604,K.Cousins,00-0037238,D.London
2701,ATL,pass,13,,0,0,0,00-0033873,P.Mahomes,00-0039067,R.Rice
2702,ATL,pass,0,10,0,1,10,00-0033873,P.Mahomes,00-0039894,X.Worthy
2703,ATL,pass,-4,5,0,1,1,00-0033873,P.Mahomes,00-0030506,T.Kelce
2704,ATL,pass,12,5,0,1,17,00-0033873,P.Mahomes,00-0039067,R.Rice
2705,ATL,pass,5,,0,0,0,00-0033873,P.Mahomes,00-0033857,J.Smith-Schuster
2706,ATL,pass,38,,0,0,0,00-0033873,P.Mahomes,00-0039894,X.Worthy
2707,ATL,pass,4,0,0,1,4,00-0033873,P.Mahomes,00-0033857,J.Smith-Schuster
2708,ATL,pass,6,0,0,1,6,00-0033873,P.Mahomes,00-0039067,R.Rice
2709,ATL,pass,-6,8,0,1,2,00-0033873,P.Mahomes,00-0039325,C.Steele
2710,ATL,pass,14,,1,0,0,00-0033873,P.Mahomes,00-0036637,N.Gray
2711,KC,pass,-4,6,0,1,2,00-0029604,K.Cousins,00-0036309,D.Mooney
2712,KC,pass,12,,0,0,0,00-0029604,K.Cousins,00-0036970,K.Pitts
2713,ATL,pass,-1,7,0,1,6,00-0033873,P.Mahomes,00-0039067,R.Rice
2714,ATL,pass,3,0,0,1,3,00-0033873,P.Mahomes,00-0030506,T.Kelce
2715,ATL,pass,-2,14,0,1,12,00-0033873,P.Mahomes,00-0039067,R.Rice
2716,ATL,pass,0,,0,0,0,00-0033873,P.Mahomes,00-0033526,S.Perine
2717,ATL,pass,13,0,0,1,13,00-0033873,P.Mahomes,00-0034386,Ju.Watson
2718,ATL,pass,0,,0,0,0,00-0033873,P.Mahomes,00-0039325,C.Steele
2719,ATL,pass,-2,9,0,1,7,00-0033873,P.Mahomes,00-0039894,X.Worthy
2720,ATL,pass,6,7,0,1,13,00-0033873,P.Mahomes,00-0039067,R.Rice
2721,KC,pass,11,,0,0,0,00-0029604,K.Cousins,00-0034407,R.McCloud
2722,KC,pass,29,21,0,1,50,00-0029604,K.Cousins,00-0036970,K.Pitts
2723,ATL,pass,5,8,0,1,13,00-0033873,P.Mahomes,00-0036637,N.Gray
2724,ATL,pass,-3,5,0,1,2,00-0033873,P.Mahomes,00-0039067,R.Rice
2725,ATL,pass,3,3,0,1,6,00-0033873,P.Mahomes,00-0039067,R.Rice
2726,KC,pass,,,0,0,0,00-0029604,K.Cousins,,
2727,ATL,pass,4,1,0,1,5,00-0033873,P.Mahomes,00-0033526,S.Perine
2728,ATL,pass,-4,,0,0,0,00-0033873,P.Mahomes,,
2729,ATL,pass,3,,0,0,0,00-0033873,P.Mahomes,00-0039067,R.Rice
2730,KC,pass,5,5,0,1,10,00-0029604,K.Cousins,00-0037238,D.London
2731,KC,pass,14,,1,0,0,00-0029604,K.Cousins,00-0036970,K.Pitts
2732,ATL,pass,-5,13,0,1,8,00-0033873,P.Mahomes,00-0033526,S.Perine
2733,ATL,pass,26,,0,0,0,00-0033873,P.Mahomes,,
2734,ATL,pass,19,,0,0,0,00-0033873,P.Mahomes,00-0034386,Ju.Watson
2735,ATL,pass,5,4,0,1,9,00-0033873,P.Mahomes,00-0030506,T.Kelce
2736,ATL,pass,-2,16,0,1,14,00-0033873,P.Mahomes,00-0039067,R.Rice
2737,ATL,pass,5,1,0,1,6,00-0033873,P.Mahomes,00-0039067,R.Rice
2738,ATL,pass,15,2,0,1,17,00-0033873,P.Mahomes,00-0030506,T.Kelce
2739,ATL,pass,3,,0,0,0,00-0033873,P.Mahomes,,
2740,KC,pass,-3,8,0,1,5,00-0029604,K.Cousins,00-0036309,D.Mooney
2741,KC,pass,,,0,0,0,00-0029604,K.Cousins,,
2742,ATL,pass,3,1,0,1,4,00-0033873,P.Mahomes,00-0039067,R.Rice
2743,ATL,pass,20,7,0,1,27,00-0033873,P.Mahomes,00-0039067,R.Rice
2744,ATL,pass,-3,0,0,1,-3,00-0033873,P.Mahomes,00-0039067,R.Rice
2745,ATL,pass,4,9,0,1,13,00-0033873,P.Mahomes,00-0033857,J.Smith-Schuster
2746,KC,pass,9,2,0,1,11,00-0029604,K.Cousins,00-0036309,D.Mooney
2747,KC,pass,-6,23,0,1,17,00-0029604,K.Cousins,00-0038542,B.Robinson
2748,KC,pass,16,,0,0,0,00-0029604,K.Cousins,00-0037238,D.London
2749,KC,pass,11,6,0,1,17,00-0029604,K.Cousins,00-0036309,D.Mooney
2750,KC,pass,-7,,0,0,0,00-0029604,K.Cousins,,
2751,KC,pass,-3,,0,0,0,00-0029604,K.Cousins,,
2752,ATL,pass,-3,5,0,1,2,00-0033873,P.Mahomes,00-0033526,S.Perine
2753,ATL,pass,6,,0,0,0,00-0033873,P.Mahomes,00-0030506,T.Kelce
2754,KC,pass,5,4,0,1,9,00-0029604,K.Cousins,00-0036970,K.Pitts
2755,KC,pass,4,9,0,1,13,00-0029604,K.Cousins,00-0037238,D.London
2756,KC,pass,-3,1,0,1,-2,00-0029604,K.Cousins,00-0036309,D.Mooney
2757,KC,pass,-5,9,0,1,4,00-0029604,K.Cousins,00-0038542,B.Robinson
2758,KC,pass,5,2,0,1,7,00-0029604,K.Cousins,00-0037238,D.London
2759,KC,pass,6,,0,0,0,00-0029604,K.Cousins,00-0036970,K.Pitts
2760,KC,pass,6,,0,0,0,00-0029604,K.Cousins,00-0037238,D.London
2761,ATL,pass,6,,0,0,0,00-0033873,P.Mahomes,00-0039894,X.Worthy
2762,KC,pass,6,6,0,1,12,00-0029604,K.Cousins,00-0037238,D.London
2763,KC,pass,22,,0,0,0,00-0029604,K.Cousins,00-0037238,D.London
2764,KC,pass,-2,0,0,1,-2,00-0029604,K.Cousins,00-0036309,D.Mooney
2765,KC,pass,3,8,0,1,11,00-0029604,K.Cousins,00-0037238,D.London
2766,PIT,pass,2,1,0,1,3,00-0036355,J.Herbert,00-0036158,J.Dobbins
2767,PIT,pass,0,7,0,1,7,00-0036355,J.Herbert,00-0034159,W.Dissly
2768,PIT,pass,7,1,0,1,8,00-0036355,J.Herbert,00-0034830,H.Hurst
2769,LAC,pass,,,0,0,0,00-0036945,J.Fields,,
2770,LAC,pass,-4,0,0,1,-4,00-0036945,J.Fields,00-0037228,J.Warren
2771,LAC,pass,3,0,0,1,3,00-0036945,J.Fields,00-0037247,G.Pickens
2772,PIT,pass,12,1,0,1,13,00-0036355,J.Herbert,00-0039915,L.McConkey
2773,PIT,pass,17,10,0,1,27,00-0036355,J.Herbert,00-0038544,Q.Johnston
2774,LAC,pass,2,0,0,1,2,00-0036945,J.Fields,00-0037304,Co.Heyward
2775,LAC,pass,5,0,0,1,5,00-0036945,J.Fields,00-0037247,G.Pickens
2776,LAC,pass,0,6,0,1,6,00-0036945,J.Fields,00-0036893,N.Harris
2777,LAC,pass,-5,10,0,1,5,00-0036945,J.Fields,00-0030578,C.Patterson
2778,LAC,pass,7,3,0,1,10,00-0036945,J.Fields,00-0036894,P.Freiermuth
2779,LAC,pass,2,6,0,1,8,00-0036945,J.Fields,00-0036893,N.Harris
2780,LAC,pass,2,18,0,1,20,00-0036945,J.Fields,00-0035298,S.Miller
2781,LAC,pass,4,0,0,1,4,00-0036945,J.Fields,00-0030578,C.Patterson
2782,PIT,pass,2,5,0,1,7,00-0036355,J.Herbert,00-0034830,H.Hurst
2783,PIT,pass,6,11,0,1,17,00-0036355,J.Herbert,00-0038544,Q.Johnston
2784,PIT,pass,9,4,0,1,13,00-0036355,J.Herbert,00-0039915,L.McConkey
2785,PIT,pass,4,1,0,1,5,00-0036355,J.Herbert,00-0034159,W.Dissly
2786,PIT,pass,10,,0,0,0,00-0036355,J.Herbert,00-0036646,S.Fehoko
2787,LAC,pass,2,3,0,1,5,00-0036945,J.Fields,00-0036894,P.Freiermuth
2788,LAC,pass,6,,0,0,0,00-0036945,J.Fields,00-0037247,G.Pickens
2789,PIT,pass,10,7,0,1,17,00-0036355,J.Herbert,00-0036646,S.Fehoko
2790,PIT,pass,-3,4,0,1,1,00-0036355,J.Herbert,00-0036158,J.Dobbins
2791,PIT,pass,1,6,0,1,7,00-0036355,J.Herbert,00-0034159,W.Dissly
2792,PIT,pass,18,,0,0,0,00-0036355,J.Herbert,00-0039915,L.McConkey
2793,PIT,pass,3,,0,0,0,00-0036355,J.Herbert,00-0039915,L.McConkey
2794,LAC,pass,6,3,0,1,9,00-0036945,J.Fields,00-0037837,C.Austin
2795,LAC,pass,22,5,0,1,27,00-0036945,J.Fields,00-0037247,G.Pickens
2796,LAC,pass,15,,0,0,0,00-0036945,J.Fields,00-0036894,P.Freiermuth
2797,LAC,pass,5,1,0,1,6,00-0036945,J.Fields,00-0037837,C.Austin
2798,LAC,pass,4,,0,0,0,00-0036945,J.Fields,,
2799,PIT,pass,48,,0,0,0,00-0036355,J.Herbert,,
2800,LAC,pass,7,4,0,1,11,00-0036945,J.Fields,00-0035298,S.Miller
2801,LAC,pass,11,,0,0,0,00-0036945,J.Fields,00-0030578,C.Patterson
2802,LAC,pass,1,0,0,1,1,00-0036945,J.Fields,00-0036893,N.Harris
2803,LAC,pass,10,15,0,1,25,00-0036945,J.Fields,00-0037837,C.Austin
2804,LAC,pass,20,,0,0,0,00-0036945,J.Fields,00-0037837,C.Austin
2805,PIT,pass,13,,0,0,0,00-0036355,J.Herbert,00-0036646,S.Fehoko
2806,PIT,pass,,,0,0,0,00-0036355,J.Herbert,,
2807,PIT,pass,13,,0,0,0,00-0036355,J.Herbert,00-0039915,L.McConkey
2808,LAC,pass,7,,1,0,0,00-0036945,J.Fields,00-0030578,C.Patterson
2809,PIT,pass,,,0,0,0,00-0036355,J.Herbert,,
2810,LAC,pass,-2,5,0,1,3,00-0036945,J.Fields,00-0036894,P.Freiermuth
2811,LAC,pass,5,10,0,1,15,00-0036945,J.Fields,00-0036894,P.Freiermuth
2812,LAC,pass,,,0,0,0,00-0036945,J.Fields,,
2813,LAC,pass,8,0,0,1,8,00-0036945,J.Fields,00-0037247,G.Pickens
2814,LAC,pass,3,3,0,1,6,00-0036945,J.Fields,00-0030578,C.Patterson
2815,LAC,pass,12,,0,0,0,00-0036945,J.Fields,00-0037247,G.Pickens
2816,PIT,pass,15,3,0,1,18,00-0031800,T.Heinicke,00-0039915,L.McConkey
2817,PIT,pass,,,0,0,0,00-0031800,T.Heinicke,,
2818,LAC,pass,13,1,0,1,14,00-0036945,J.Fields,00-0037247,G.Pickens
2819,LAC,pass,-4,7,0,1,3,00-0036945,J.Fields,00-0036893,N.Harris
2820,LAC,pass,14,41,0,1,55,00-0036945,J.Fields,00-0037837,C.Austin
2821,PIT,pass,,,0,0,0,00-0031800,T.Heinicke,,
2822,PIT,pass,1,5,0,1,6,00-0031800,T.Heinicke,00-0036158,J.Dobbins
2823,PIT,pass,,,0,0,0,00-0031800,T.Heinicke,,
2824,LAC,pass,-5,3,0,1,-2,00-0036945,J.Fields,00-0036893,N.Harris
2825,MIA,pass,0,6,0,1,6,00-0030565,G.Smith,00-0039793,A.Barner
2826,MIA,pass,17,1,0,1,18,00-0030565,G.Smith,00-0032211,T.Lockett
2827,MIA,pass,,,0,0,0,00-0030565,G.Smith,,
2828,MIA,pass,-6,11,0,1,5,00-0030565,G.Smith,00-0039165,Z.Charbonnet
2829,SEA,pass,10,12,0,1,22,00-0037327,S.Thompson,00-0039040,D.Achane
2830,SEA,pass,-3,,0,0,0,00-0037327,S.Thompson,00-0039040,D.Achane
2831,MIA,pass,5,6,0,1,11,00-0030565,G.Smith,00-0035644,N.Fant
2832,MIA,pass,20,2,0,1,22,00-0030565,G.Smith,00-0035640,D.Metcalf
2833,SEA,pass,-5,13,0,1,8,00-0037327,S.Thompson,00-0036613,J.Waddle
2834,SEA,pass,,,0,0,0,00-0037327,S.Thompson,,
2835,MIA,pass,5,,0,0,0,00-0030565,G.Smith,00-0032211,T.Lockett
2836,MIA,pass,3,,1,0,0,00-0030565,G.Smith,00-0039165,Z.Charbonnet
2837,SEA,pass,1,0,0,1,1,00-0037327,S.Thompson,00-0037348,T.Conner
2838,SEA,pass,0,6,0,1,6,00-0037327,S.Thompson,00-0035125,A.Ingold
2839,SEA,pass,4,,0,0,0,00-0037327,S.Thompson,,
2840,MIA,pass,40,31,0,1,71,00-0030565,G.Smith,00-0035640,D.Metcalf
2841,SEA,pass,10,0,0,1,10,00-0037327,S.Thompson,00-0036613,J.Waddle
2842,SEA,pass,0,,0,0,0,00-0037327,S.Thompson,00-0033858,J.Smith
2843,SEA,pass,10,,0,0,0,00-0037327,S.Thompson,00-0033040,T.Hill
2844,MIA,pass,-4,6,0,1,2,00-0030565,G.Smith,00-0036268,L.Shenault
2845,MIA,pass,6,1,0,1,7,00-0030565,G.Smith,00-0032211,T.Lockett
2846,MIA,pass,8,8,0,1,16,00-0030565,G.Smith,00-0035644,N.Fant
