,defteam,play_type,air_yards,yards_after_catch,interception,complete_pass,yards_allowed,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name
9266,BUF,pass,-1,4,0,1,3,00-0036212,T.Tagovailoa,00-0033858,J.Smith
9267,MIA,pass,0,63,0,1,63,00-0034857,J.Allen,00-0039875,R.Davis
9268,MIA,pass,,,0,0,0,00-0034857,J.Allen,00-0039901,K.Coleman
9269,BUF,pass,17,10,0,1,27,00-0036212,T.Tagovailoa,00-0033040,T.Hill
9270,BUF,pass,-1,4,0,1,3,00-0036212,T.Tagovailoa,00-0031235,O.Beckham
9271,BUF,pass,1,0,0,1,1,00-0036212,T.Tagovailoa,00-0039040,D.Achane
9272,BUF,pass,-1,14,0,1,13,00-0036212,T.Tagovailoa,00-0033858,J.Smith
9273,MIA,pass,-1,12,0,1,11,00-0034857,J.Allen,00-0037248,J.Cook
9274,MIA,pass,10,11,0,1,21,00-0034857,J.Allen,00-0039901,K.Coleman
9275,MIA,pass,-4,18,0,1,14,00-0034857,J.Allen,00-0037261,K.Shakir
9276,MIA,pass,5,0,0,1,5,00-0034857,J.Allen,00-0037248,J.Cook
9277,MIA,pass,-3,7,0,1,4,00-0034857,J.Allen,00-0038933,D.Kincaid
9278,MIA,pass,7,,0,0,0,00-0034857,J.Allen,00-0038933,D.Kincaid
9279,MIA,pass,2,0,0,1,2,00-0034857,J.Allen,00-0036590,Q.Morris
9280,BUF,pass,17,2,0,1,19,00-0036212,T.Tagovailoa,00-0033040,T.Hill
9281,BUF,pass,-5,14,0,1,9,00-0036212,T.Tagovailoa,00-0039040,D.Achane
9282,BUF,pass,20,,0,0,0,00-0036212,T.Tagovailoa,00-0033858,J.Smith
9283,BUF,pass,12,0,0,1,12,00-0036212,T.Tagovailoa,00-0036613,J.Waddle
9284,BUF,pass,0,18,0,1,18,00-0036212,T.Tagovailoa,00-0039040,D.Achane
9285,BUF,pass,7,0,0,1,7,00-0036212,T.Tagovailoa,00-0036613,J.Waddle
9286,MIA,pass,,,0,0,0,00-0034857,J.Allen,,
9287,MIA,pass,0,,0,0,0,00-0034857,J.Allen,00-0038933,D.Kincaid
9288,MIA,pass,4,,0,0,0,00-0034857,J.Allen,00-0035689,D.Knox
9289,MIA,pass,7,0,0,1,7,00-0034857,J.Allen,00-0033555,M.Hollins
9290,MIA,pass,3,1,0,1,4,00-0034857,J.Allen,00-0033555,M.Hollins
9291,MIA,pass,10,,0,0,0,00-0034857,J.Allen,00-0033282,C.Samuel
9292,MIA,pass,23,,0,0,0,00-0034857,J.Allen,00-0038933,D.Kincaid
9293,BUF,pass,0,-1,0,1,-1,00-0036212,T.Tagovailoa,00-0039040,D.Achane
9294,NE,pass,10,0,0,1,10,00-0034771,M.Rudolph,00-0036182,N.Westbrook-Ikhine
9295,NE,pass,-2,14,0,1,12,00-0034771,M.Rudolph,00-0038589,J.Whyle
9296,NE,pass,4,5,0,1,9,00-0034771,M.Rudolph,00-0032394,N.Vannett
9297,TEN,pass,-7,11,0,1,4,00-0039851,D.Maye,00-0036875,R.Stevenson
9298,TEN,pass,,,0,0,0,00-0039851,D.Maye,,
9299,NE,pass,20,,0,0,0,00-0034771,M.Rudolph,00-0034837,C.Ridley
9300,TEN,pass,37,,0,0,0,00-0039851,D.Maye,00-0038608,K.Boutte
9301,TEN,pass,11,0,0,1,11,00-0039851,D.Maye,00-0033307,K.Bourne
9302,NE,pass,12,12,0,1,24,00-0034771,M.Rudolph,00-0032394,N.Vannett
9303,NE,pass,,,0,0,0,00-0034771,M.Rudolph,,
9304,NE,pass,-5,,0,0,0,00-0034771,M.Rudolph,,
9305,TEN,pass,-2,3,0,1,1,00-0039851,D.Maye,00-0039420,J.Bell
9306,TEN,pass,8,,1,0,0,00-0039851,D.Maye,00-0039907,J.Polk
9307,NE,pass,30,,0,0,0,00-0034771,M.Rudolph,00-0034837,C.Ridley
9308,NE,pass,18,7,0,1,25,00-0034771,M.Rudolph,00-0034837,C.Ridley
9309,NE,pass,3,,0,0,0,00-0034771,M.Rudolph,,
9310,NE,pass,3,,1,0,0,00-0034771,M.Rudolph,00-0037809,C.Okonkwo
9311,TEN,pass,0,8,0,1,8,00-0039851,D.Maye,00-0032392,A.Hooper
9312,TEN,pass,-3,4,0,1,1,00-0039851,D.Maye,00-0038621,D.Douglas
9313,TEN,pass,-2,14,0,1,12,00-0039851,D.Maye,00-0036875,R.Stevenson
9314,TEN,pass,6,5,0,1,11,00-0039851,D.Maye,00-0033090,H.Henry
9315,TEN,pass,-3,5,0,1,2,00-0039851,D.Maye,00-0038621,D.Douglas
9316,TEN,pass,4,,0,0,0,00-0039851,D.Maye,00-0038608,K.Boutte
9317,TEN,pass,-4,1,0,1,-3,00-0039851,D.Maye,00-0035806,J.Hasty
9318,TEN,pass,9,3,0,1,12,00-0039851,D.Maye,00-0033090,H.Henry
9319,NE,pass,6,2,0,1,8,00-0034771,M.Rudolph,00-0037809,C.Okonkwo
9320,NE,pass,6,2,0,1,8,00-0034771,M.Rudolph,00-0039392,J.Jackson
9321,NE,pass,7,2,0,1,9,00-0034771,M.Rudolph,00-0035261,T.Pollard
9322,NE,pass,31,,0,0,0,00-0034771,M.Rudolph,00-0039392,J.Jackson
9323,TEN,pass,5,9,0,1,14,00-0039851,D.Maye,00-0033307,K.Bourne
9324,TEN,pass,7,2,0,1,9,00-0039851,D.Maye,00-0033307,K.Bourne
9325,NE,pass,12,0,0,1,12,00-0034771,M.Rudolph,00-0034837,C.Ridley
9326,NE,pass,12,,0,0,0,00-0034771,M.Rudolph,,
9327,NE,pass,13,,0,0,0,00-0034771,M.Rudolph,00-0036182,N.Westbrook-Ikhine
9328,NE,pass,7,,0,0,0,00-0034771,M.Rudolph,,
9329,NE,pass,17,,0,0,0,00-0034771,M.Rudolph,,
9330,TEN,pass,6,1,0,1,7,00-0039851,D.Maye,00-0033307,K.Bourne
9331,TEN,pass,19,2,0,1,21,00-0039851,D.Maye,00-0038621,D.Douglas
9332,TEN,pass,-4,11,0,1,7,00-0039851,D.Maye,00-0033090,H.Henry
9333,TEN,pass,2,2,0,1,4,00-0039851,D.Maye,00-0038621,D.Douglas
9334,TEN,pass,1,2,0,1,3,00-0039851,D.Maye,00-0033090,H.Henry
9335,TEN,pass,-5,5,0,1,0,00-0039851,D.Maye,00-0033090,H.Henry
9336,NE,pass,17,,0,0,0,00-0034771,M.Rudolph,00-0034837,C.Ridley
9337,NE,pass,5,,0,0,0,00-0034771,M.Rudolph,,
9338,NE,pass,4,9,0,1,13,00-0034771,M.Rudolph,00-0036182,N.Westbrook-Ikhine
9339,NE,pass,7,5,0,1,12,00-0034771,M.Rudolph,00-0035261,T.Pollard
9340,NE,pass,19,2,0,1,21,00-0034771,M.Rudolph,00-0037809,C.Okonkwo
9341,TEN,pass,,,0,0,0,00-0039851,D.Maye,,
9342,TEN,pass,,,0,0,0,00-0039851,D.Maye,,
9343,TEN,pass,-2,14,0,1,12,00-0039851,D.Maye,00-0036328,A.Gibson
9344,NE,pass,6,3,0,1,9,00-0034771,M.Rudolph,00-0037809,C.Okonkwo
9345,NE,pass,7,7,0,1,14,00-0034771,M.Rudolph,00-0036182,N.Westbrook-Ikhine
9346,NE,pass,4,1,0,1,5,00-0034771,M.Rudolph,00-0035261,T.Pollard
9347,NE,pass,7,0,0,1,7,00-0034771,M.Rudolph,00-0036182,N.Westbrook-Ikhine
9348,TEN,pass,8,5,0,1,13,00-0039851,D.Maye,00-0033090,H.Henry
9349,TEN,pass,-2,1,0,1,-1,00-0039851,D.Maye,00-0038621,D.Douglas
9350,TEN,pass,6,5,0,1,11,00-0039851,D.Maye,00-0038621,D.Douglas
9351,TEN,pass,-3,0,0,1,-3,00-0039851,D.Maye,00-0038621,D.Douglas
9352,TEN,pass,,,0,0,0,00-0039851,D.Maye,,
9353,NE,pass,-2,8,0,1,6,00-0034771,M.Rudolph,00-0034837,C.Ridley
9354,NE,pass,6,0,0,1,6,00-0034771,M.Rudolph,00-0036182,N.Westbrook-Ikhine
9355,TEN,pass,5,2,0,1,7,00-0039851,D.Maye,00-0038608,K.Boutte
9356,TEN,pass,14,,0,0,0,00-0039851,D.Maye,00-0033307,K.Bourne
9357,TEN,pass,45,,0,0,0,00-0039851,D.Maye,00-0038621,D.Douglas
9358,TEN,pass,5,,0,0,0,00-0039851,D.Maye,00-0038621,D.Douglas
9359,TEN,pass,11,0,0,1,11,00-0039851,D.Maye,00-0038608,K.Boutte
9360,TEN,pass,1,8,0,1,9,00-0039851,D.Maye,00-0036875,R.Stevenson
9361,TEN,pass,23,,0,0,0,00-0039851,D.Maye,00-0033307,K.Bourne
9362,TEN,pass,-3,11,0,1,8,00-0039851,D.Maye,00-0036875,R.Stevenson
9363,TEN,pass,15,,0,0,0,00-0039851,D.Maye,,
9364,TEN,pass,10,0,0,1,10,00-0039851,D.Maye,00-0033090,H.Henry
9365,TEN,pass,5,,0,0,0,00-0039851,D.Maye,00-0038608,K.Boutte
9366,TEN,pass,5,0,0,1,5,00-0039851,D.Maye,00-0036875,R.Stevenson
9367,NE,pass,15,1,0,1,16,00-0034771,M.Rudolph,00-0034837,C.Ridley
9368,NE,pass,-3,,0,0,0,00-0034771,M.Rudolph,00-0038589,J.Whyle
9369,NE,pass,13,1,0,1,14,00-0034771,M.Rudolph,00-0034837,C.Ridley
9370,TEN,pass,25,,0,0,0,00-0039851,D.Maye,00-0033090,H.Henry
9371,TEN,pass,48,,1,0,0,00-0039851,D.Maye,00-0038608,K.Boutte
9372,CAR,pass,4,9,0,1,13,00-0031280,D.Carr,00-0037239,C.Olave
9373,CAR,pass,-4,14,0,1,10,00-0031280,D.Carr,00-0033906,A.Kamara
9374,CAR,pass,11,,0,0,0,00-0031280,D.Carr,,
9375,CAR,pass,11,,0,0,0,00-0031280,D.Carr,00-0034981,F.Moreau
9376,NO,pass,5,4,0,1,9,00-0039150,B.Young,00-0033589,D.Moore
9377,NO,pass,14,,0,0,0,00-0039150,B.Young,00-0039062,J.Mingo
9378,NO,pass,-7,0,0,1,-7,00-0039150,B.Young,00-0035243,M.Sanders
9379,CAR,pass,6,5,0,1,11,00-0031280,D.Carr,00-0033357,T.Hill
9380,CAR,pass,21,,0,0,0,00-0031280,D.Carr,00-0039623,M.Tipton
9381,CAR,pass,20,5,0,1,25,00-0031280,D.Carr,00-0036040,J.Johnson
9382,CAR,pass,3,,0,0,0,00-0031280,D.Carr,00-0033906,A.Kamara
9383,NO,pass,15,3,0,1,18,00-0039150,B.Young,00-0039491,J.Coker
9384,NO,pass,0,,0,0,0,00-0039150,B.Young,,
9385,CAR,pass,-1,1,0,1,0,00-0031280,D.Carr,00-0033906,A.Kamara
9386,CAR,pass,10,,0,0,0,00-0031280,D.Carr,00-0039623,M.Tipton
9387,NO,pass,2,3,0,1,5,00-0039150,B.Young,00-0036555,C.Hubbard
9388,NO,pass,1,4,0,1,5,00-0039150,B.Young,00-0039356,J.Sanders
9389,NO,pass,11,0,0,1,11,00-0039150,B.Young,00-0033589,D.Moore
9390,NO,pass,-3,21,0,1,18,00-0039150,B.Young,00-0039491,J.Coker
9391,NO,pass,3,0,0,1,3,00-0039150,B.Young,00-0039342,X.Legette
9392,CAR,pass,-4,19,0,1,15,00-0031280,D.Carr,00-0033357,T.Hill
9393,CAR,pass,5,13,0,1,18,00-0031280,D.Carr,00-0034418,C.Wilson
9394,NO,pass,12,3,0,1,15,00-0039150,B.Young,00-0039356,J.Sanders
9395,NO,pass,0,0,0,1,0,00-0039150,B.Young,00-0039342,X.Legette
9396,CAR,pass,3,,0,0,0,00-0031280,D.Carr,00-0033357,T.Hill
9397,CAR,pass,18,,0,0,0,00-0031280,D.Carr,00-0039623,M.Tipton
9398,NO,pass,15,,0,0,0,00-0039150,B.Young,00-0033589,D.Moore
9399,NO,pass,,,0,0,0,00-0039150,B.Young,,
9400,CAR,pass,5,10,0,1,15,00-0031280,D.Carr,00-0033906,A.Kamara
9401,CAR,pass,2,23,0,1,25,00-0031280,D.Carr,00-0038678,J.Mims
9402,NO,pass,0,46,0,1,46,00-0039150,B.Young,00-0039356,J.Sanders
9403,NO,pass,28,,0,0,0,00-0039150,B.Young,00-0033589,D.Moore
9404,NO,pass,13,8,0,1,21,00-0039150,B.Young,00-0039356,J.Sanders
9405,CAR,pass,2,,0,0,0,00-0031280,D.Carr,,
9406,CAR,pass,4,1,0,1,5,00-0031280,D.Carr,00-0034272,M.Valdes-Scantling
9407,CAR,pass,3,,0,0,0,00-0031280,D.Carr,,
9408,CAR,pass,-2,8,0,1,6,00-0031280,D.Carr,00-0033357,T.Hill
9409,CAR,pass,-3,6,0,1,3,00-0031280,D.Carr,00-0033906,A.Kamara
9410,CAR,pass,0,,0,0,0,00-0033357,T.Hill,00-0036727,A.Prentice
9411,NO,pass,-7,2,0,1,-5,00-0039150,B.Young,00-0036555,C.Hubbard
9412,NO,pass,-3,,0,0,0,00-0039150,B.Young,00-0039342,X.Legette
9413,NO,pass,-6,8,0,1,2,00-0039150,B.Young,00-0035243,M.Sanders
9414,CAR,pass,0,20,0,1,20,00-0031280,D.Carr,00-0033906,A.Kamara
9415,CAR,pass,4,5,0,1,9,00-0031280,D.Carr,00-0033357,T.Hill
9416,CAR,pass,7,,0,0,0,00-0031280,D.Carr,,
9417,CAR,pass,17,0,0,1,17,00-0031280,D.Carr,00-0034981,F.Moreau
9418,CAR,pass,,,0,0,0,00-0031280,D.Carr,00-0036040,J.Johnson
9419,NO,pass,26,,1,0,0,00-0039150,B.Young,00-0039342,X.Legette
9420,CAR,pass,4,,0,0,0,00-0031280,D.Carr,00-0033906,A.Kamara
9421,CAR,pass,15,1,0,1,16,00-0031280,D.Carr,00-0034418,C.Wilson
9422,NO,pass,-1,,0,0,0,00-0039150,B.Young,00-0036555,C.Hubbard
9423,NO,pass,4,0,0,1,4,00-0039150,B.Young,00-0039342,X.Legette
9424,NO,pass,5,,0,0,0,00-0039150,B.Young,,
9425,NO,pass,41,,0,0,0,00-0039150,B.Young,00-0039491,J.Coker
9426,NO,pass,17,,0,0,0,00-0039150,B.Young,00-0039356,J.Sanders
9427,NO,pass,22,4,0,1,26,00-0039150,B.Young,00-0039342,X.Legette
9428,NO,pass,,,0,0,0,00-0039150,B.Young,,
9429,CAR,pass,7,9,0,1,16,00-0031280,D.Carr,00-0036040,J.Johnson
9430,CAR,pass,7,,0,0,0,00-0031280,D.Carr,00-0033906,A.Kamara
9431,CAR,pass,,,0,0,0,00-0031280,D.Carr,,
9432,CAR,pass,2,10,0,1,12,00-0031280,D.Carr,00-0033906,A.Kamara
9433,CAR,pass,28,,0,0,0,00-0031280,D.Carr,00-0034418,C.Wilson
9434,TB,pass,4,0,0,1,4,00-0033873,P.Mahomes,00-0030506,T.Kelce
9435,TB,pass,11,0,0,1,11,00-0033873,P.Mahomes,00-0030506,T.Kelce
9436,TB,pass,3,6,0,1,9,00-0033873,P.Mahomes,00-0030506,T.Kelce
9437,TB,pass,31,,0,0,0,00-0033873,P.Mahomes,00-0039894,X.Worthy
9438,TB,pass,0,1,0,1,1,00-0033873,P.Mahomes,00-0030564,D.Hopkins
9439,TB,pass,,,0,0,0,00-0033873,P.Mahomes,,
9440,KC,pass,-1,10,0,1,9,00-0034855,B.Mayfield,00-0038129,C.Otton
9441,KC,pass,-4,15,0,1,11,00-0034855,B.Mayfield,00-0037256,R.White
9442,KC,pass,17,,0,0,0,00-0034855,B.Mayfield,00-0039052,T.Palmer
9443,KC,pass,2,,0,0,0,00-0034855,B.Mayfield,00-0038129,C.Otton
9444,TB,pass,6,2,0,1,8,00-0033873,P.Mahomes,00-0030564,D.Hopkins
9445,TB,pass,7,10,0,1,17,00-0033873,P.Mahomes,00-0030564,D.Hopkins
9446,TB,pass,4,0,0,1,4,00-0033873,P.Mahomes,00-0030564,D.Hopkins
9447,TB,pass,-6,10,0,1,4,00-0033873,P.Mahomes,00-0033526,S.Perine
9448,KC,pass,2,9,0,1,11,00-0034855,B.Mayfield,00-0038129,C.Otton
9449,KC,pass,-2,6,0,1,4,00-0034855,B.Mayfield,00-0039361,B.Irving
9450,KC,pass,0,2,0,1,2,00-0034855,B.Mayfield,00-0038129,C.Otton
9451,KC,pass,-2,1,0,1,-1,00-0034855,B.Mayfield,00-0039361,B.Irving
9452,KC,pass,9,4,0,1,13,00-0034855,B.Mayfield,00-0032385,S.Shepard
9453,TB,pass,-3,2,0,1,-1,00-0033873,P.Mahomes,00-0030506,T.Kelce
9454,TB,pass,5,7,0,1,12,00-0033873,P.Mahomes,00-0034386,Ju.Watson
9455,TB,pass,,,0,0,0,00-0033873,P.Mahomes,,
9456,TB,pass,13,6,0,1,19,00-0033873,P.Mahomes,00-0034386,Ju.Watson
9457,TB,pass,3,-1,0,1,2,00-0033873,P.Mahomes,00-0030506,T.Kelce
9458,TB,pass,33,2,0,1,35,00-0033873,P.Mahomes,00-0030564,D.Hopkins
9459,TB,pass,1,0,0,1,1,00-0033873,P.Mahomes,00-0030564,D.Hopkins
9460,KC,pass,,,0,0,0,00-0034855,B.Mayfield,,
9461,KC,pass,-6,12,0,1,6,00-0034855,B.Mayfield,00-0037256,R.White
9462,TB,pass,0,11,0,1,11,00-0033873,P.Mahomes,00-0033526,S.Perine
9463,TB,pass,15,,0,0,0,00-0033873,P.Mahomes,00-0039894,X.Worthy
9464,TB,pass,-2,,0,0,0,00-0033873,P.Mahomes,,
9465,TB,pass,19,1,0,1,20,00-0033873,P.Mahomes,00-0030506,T.Kelce
9466,TB,pass,52,,0,0,0,00-0033873,P.Mahomes,00-0034386,Ju.Watson
9467,TB,pass,1,5,0,1,6,00-0033873,P.Mahomes,00-0030506,T.Kelce
9468,KC,pass,2,2,0,1,4,00-0034855,B.Mayfield,00-0038129,C.Otton
9469,KC,pass,5,,0,0,0,00-0034855,B.Mayfield,00-0032385,S.Shepard
9470,TB,pass,-1,4,0,1,3,00-0033873,P.Mahomes,00-0033526,S.Perine
9471,TB,pass,,,0,0,0,00-0033873,P.Mahomes,,
9472,KC,pass,-7,13,0,1,6,00-0034855,B.Mayfield,00-0038951,S.Tucker
9473,KC,pass,4,5,0,1,9,00-0034855,B.Mayfield,00-0038821,R.Jarrett
9474,KC,pass,11,0,0,1,11,00-0034855,B.Mayfield,00-0038129,C.Otton
9475,TB,pass,5,,0,0,0,00-0033873,P.Mahomes,00-0036637,N.Gray
9476,TB,pass,6,,0,0,0,00-0033873,P.Mahomes,00-0030506,T.Kelce
9477,TB,pass,,,0,0,0,00-0033873,P.Mahomes,,
9478,KC,pass,18,0,0,1,18,00-0034855,B.Mayfield,00-0038129,C.Otton
9479,KC,pass,-5,4,0,1,-1,00-0034855,B.Mayfield,00-0037256,R.White
9480,KC,pass,4,11,0,1,15,00-0034855,B.Mayfield,00-0038129,C.Otton
9481,KC,pass,2,,0,0,0,00-0034855,B.Mayfield,00-0038824,R.Miller
9482,KC,pass,-5,12,0,1,7,00-0034855,B.Mayfield,00-0039361,B.Irving
9483,KC,pass,-2,9,0,1,7,00-0034855,B.Mayfield,00-0038129,C.Otton
9484,TB,pass,4,3,0,1,7,00-0033873,P.Mahomes,00-0035140,M.Hardman
9485,TB,pass,8,0,0,1,8,00-0033873,P.Mahomes,00-0030506,T.Kelce
9486,TB,pass,-4,2,0,1,-2,00-0033873,P.Mahomes,00-0035140,M.Hardman
9487,TB,pass,0,3,0,1,3,00-0033873,P.Mahomes,00-0030506,T.Kelce
9488,TB,pass,7,0,0,1,7,00-0033873,P.Mahomes,00-0033526,S.Perine
9489,KC,pass,12,,0,0,0,00-0034855,B.Mayfield,00-0038129,C.Otton
9490,TB,pass,5,0,0,1,5,00-0033873,P.Mahomes,00-0030506,T.Kelce
9491,TB,pass,5,2,0,1,7,00-0033873,P.Mahomes,00-0030506,T.Kelce
9492,TB,pass,-2,14,0,1,12,00-0033873,P.Mahomes,00-0035140,M.Hardman
9493,TB,pass,5,,0,0,0,00-0033873,P.Mahomes,,
9494,TB,pass,9,3,0,1,12,00-0033873,P.Mahomes,00-0034386,Ju.Watson
9495,TB,pass,5,0,0,1,5,00-0033873,P.Mahomes,00-0030564,D.Hopkins
9496,KC,pass,,,0,0,0,00-0034855,B.Mayfield,,
9497,KC,pass,18,,0,0,0,00-0034855,B.Mayfield,00-0038824,R.Miller
9498,TB,pass,-4,,0,0,0,00-0033873,P.Mahomes,00-0033526,S.Perine
9499,KC,pass,14,0,0,1,14,00-0034855,B.Mayfield,00-0039052,T.Palmer
9500,KC,pass,18,0,0,1,18,00-0034855,B.Mayfield,00-0032385,S.Shepard
9501,KC,pass,9,,0,0,0,00-0034855,B.Mayfield,00-0039052,T.Palmer
9502,KC,pass,9,0,0,1,9,00-0034855,B.Mayfield,00-0032385,S.Shepard
9503,KC,pass,8,0,0,1,8,00-0034855,B.Mayfield,00-0032385,S.Shepard
9504,KC,pass,9,10,0,1,19,00-0034855,B.Mayfield,00-0039052,T.Palmer
9505,KC,pass,1,,0,0,0,00-0034855,B.Mayfield,00-0038129,C.Otton
9506,KC,pass,1,0,0,1,1,00-0034855,B.Mayfield,00-0038824,R.Miller
9507,TB,pass,0,9,0,1,9,00-0033873,P.Mahomes,00-0037569,P.Hendershot
9508,TB,pass,12,,0,0,0,00-0033873,P.Mahomes,00-0030506,T.Kelce
9509,TB,pass,7,,0,0,0,00-0033873,P.Mahomes,00-0030564,D.Hopkins
9510,TB,pass,0,11,0,1,11,00-0033873,P.Mahomes,00-0033923,K.Hunt
9511,TB,pass,-1,8,0,1,7,00-0033873,P.Mahomes,00-0030506,T.Kelce
9512,TB,pass,3,12,0,1,15,00-0033873,P.Mahomes,00-0030564,D.Hopkins
9513,TB,pass,10,5,0,1,15,00-0033873,P.Mahomes,00-0030506,T.Kelce
9514,TB,pass,0,4,0,1,4,00-0033873,P.Mahomes,00-0030506,T.Kelce
9515,WAS,pass,0,1,0,1,1,00-0035710,D.Jones,00-0039847,T.Johnson
9516,NYG,pass,5,,0,0,0,00-0039910,J.Daniels,00-0033591,N.Brown
9517,WAS,pass,,,0,0,0,00-0035710,D.Jones,,
9518,NYG,pass,1,0,0,1,1,00-0039910,J.Daniels,00-0035659,T.McLaurin
9519,WAS,pass,-6,0,0,1,-6,00-0035710,D.Jones,00-0038117,W.Robinson
9520,WAS,pass,1,2,0,1,3,00-0035710,D.Jones,00-0039384,T.Tracy
9521,WAS,pass,2,0,0,1,2,00-0035710,D.Jones,00-0031484,C.Manhertz
9522,NYG,pass,16,0,0,1,16,00-0039910,J.Daniels,00-0033591,N.Brown
9523,NYG,pass,2,1,0,1,3,00-0039910,J.Daniels,00-0033591,N.Brown
9524,NYG,pass,-3,12,0,1,9,00-0039910,J.Daniels,00-0033699,A.Ekeler
9525,WAS,pass,7,,0,0,0,00-0035710,D.Jones,00-0039337,M.Nabers
9526,WAS,pass,11,,0,0,0,00-0035710,D.Jones,00-0039847,T.Johnson
9527,NYG,pass,28,3,0,1,31,00-0039910,J.Daniels,00-0033591,N.Brown
9528,NYG,pass,6,0,0,1,6,00-0039910,J.Daniels,00-0035208,O.Zaccheaus
9529,NYG,pass,3,2,0,1,5,00-0039910,J.Daniels,00-0030061,Z.Ertz
9530,NYG,pass,-2,,0,0,0,00-0039910,J.Daniels,00-0033955,J.McNichols
9531,NYG,pass,0,24,0,1,24,00-0039910,J.Daniels,00-0036626,D.Brown
9532,NYG,pass,18,0,0,1,18,00-0039910,J.Daniels,00-0035659,T.McLaurin
9533,NYG,pass,-4,,0,0,0,00-0039910,J.Daniels,,
9534,NYG,pass,16,,0,0,0,00-0039910,J.Daniels,00-0035659,T.McLaurin
9535,WAS,pass,6,0,0,1,6,00-0035710,D.Jones,00-0039337,M.Nabers
9536,WAS,pass,3,0,0,1,3,00-0035710,D.Jones,00-0039337,M.Nabers
9537,WAS,pass,14,2,0,1,16,00-0035710,D.Jones,00-0039337,M.Nabers
9538,WAS,pass,,,0,0,0,00-0035710,D.Jones,,
9539,WAS,pass,10,1,0,1,11,00-0035710,D.Jones,00-0035535,D.Slayton
9540,WAS,pass,2,0,0,1,2,00-0035710,D.Jones,00-0039337,M.Nabers
9541,WAS,pass,5,,0,0,0,00-0035710,D.Jones,00-0039337,M.Nabers
9542,WAS,pass,15,0,0,1,15,00-0035710,D.Jones,00-0035535,D.Slayton
9543,NYG,pass,5,3,0,1,8,00-0039910,J.Daniels,00-0033591,N.Brown
9544,NYG,pass,4,8,0,1,12,00-0039910,J.Daniels,00-0039912,B.Sinnott
9545,NYG,pass,-5,9,0,1,4,00-0039910,J.Daniels,00-0033699,A.Ekeler
9546,NYG,pass,1,1,0,1,2,00-0039910,J.Daniels,00-0033591,N.Brown
9547,NYG,pass,13,,0,0,0,00-0039910,J.Daniels,,
9548,WAS,pass,20,,0,0,0,00-0035710,D.Jones,00-0039847,T.Johnson
9549,WAS,pass,9,1,0,1,10,00-0035710,D.Jones,00-0038117,W.Robinson
9550,WAS,pass,13,0,0,1,13,00-0035710,D.Jones,00-0039337,M.Nabers
9551,WAS,pass,14,,0,0,0,00-0035710,D.Jones,00-0039847,T.Johnson
9552,WAS,pass,-4,9,0,1,5,00-0035710,D.Jones,00-0039337,M.Nabers
9553,WAS,pass,-3,-2,0,1,-5,00-0035710,D.Jones,00-0039337,M.Nabers
9554,WAS,pass,7,3,0,1,10,00-0035710,D.Jones,00-0039337,M.Nabers
9555,WAS,pass,4,2,0,1,6,00-0035710,D.Jones,00-0038117,W.Robinson
9556,WAS,pass,15,8,0,1,23,00-0035710,D.Jones,00-0035535,D.Slayton
9557,WAS,pass,,,0,0,0,00-0035710,D.Jones,,
9558,NYG,pass,0,,0,0,0,00-0039910,J.Daniels,00-0033699,A.Ekeler
9559,NYG,pass,5,23,0,1,28,00-0039910,J.Daniels,00-0033699,A.Ekeler
9560,NYG,pass,2,,0,0,0,00-0039910,J.Daniels,,
9561,WAS,pass,9,0,0,1,9,00-0035710,D.Jones,00-0039337,M.Nabers
9562,WAS,pass,11,4,0,1,15,00-0035710,D.Jones,00-0039847,T.Johnson
9563,WAS,pass,3,,0,0,0,00-0035710,D.Jones,00-0038117,W.Robinson
9564,WAS,pass,25,10,0,1,35,00-0035710,D.Jones,00-0039847,T.Johnson
9565,WAS,pass,,,0,0,0,00-0035710,D.Jones,,
9566,NYG,pass,21,21,0,1,42,00-0039910,J.Daniels,00-0035208,O.Zaccheaus
9567,NO,pass,11,0,0,1,11,00-0029604,K.Cousins,00-0034407,R.McCloud
9568,NO,pass,12,,0,0,0,00-0029604,K.Cousins,,
9569,NO,pass,10,,0,0,0,00-0029604,K.Cousins,00-0036309,D.Mooney
9570,NO,pass,18,,0,0,0,00-0029604,K.Cousins,00-0037238,D.London
9571,ATL,pass,4,30,0,1,34,00-0031280,D.Carr,00-0033357,T.Hill
9572,ATL,pass,4,,0,0,0,00-0031280,D.Carr,00-0038678,J.Mims
9573,ATL,pass,10,6,0,1,16,00-0031280,D.Carr,00-0036040,J.Johnson
9574,ATL,pass,11,,0,0,0,00-0031280,D.Carr,00-0034981,F.Moreau
9575,ATL,pass,-7,20,0,1,13,00-0031280,D.Carr,00-0033906,A.Kamara
9576,NO,pass,13,,0,0,0,00-0029604,K.Cousins,00-0036309,D.Mooney
9577,ATL,pass,-4,6,0,1,2,00-0031280,D.Carr,00-0033357,T.Hill
9578,ATL,pass,19,,0,0,0,00-0031280,D.Carr,,
9579,ATL,pass,14,0,0,1,14,00-0031280,D.Carr,00-0037231,K.Austin
9580,ATL,pass,-3,11,0,1,8,00-0031280,D.Carr,00-0034860,D.Pettis
9581,ATL,pass,1,-1,0,1,0,00-0031280,D.Carr,00-0033906,A.Kamara
9582,ATL,pass,5,,0,0,0,00-0031280,D.Carr,,
