"","rusher_player_name","rusher_player_id","posteam","defteam","yards_gained_rush"
"9391","T.DeVito","00-0038476","NYG","TB",1
"9392","B.Irving","00-0039361","TB","NYG",3
"9393","R.White","00-0037256","TB","NYG",3
"9394","R.White","00-0037256","TB","NYG",0
"9395","R.White","00-0037256","TB","NYG",3
"9396","R.White","00-0037256","TB","NYG",5
"9397","R.White","00-0037256","TB","NYG",1
"9398","R.White","00-0037256","TB","NYG",0
"9399","T.Pollard","00-0035261","TEN","HOU",2
"9400","T.Pollard","00-0035261","TEN","HOU",6
"9401","J.Mixon","00-0033897","HOU","TEN",2
"9402","J.Mixon","00-0033897","HOU","TEN",3
"9403","W.Levis","00-0039152","TEN","HOU",2
"9404","T.Pollard","00-0035261","TEN","HOU",10
"9405","T.Pollard","00-0035261","TEN","HOU",4
"9406","J.Chestnut","00-0037594","TEN","HOU",3
"9407","W.Levis","00-0039152","TEN","HOU",6
"9408","C.Stroud","00-0039163","HOU","TEN",7
"9409","T.Pollard","00-0035261","TEN","HOU",17
"9410","T.Pollard","00-0035261","TEN","HOU",6
"9411","T.Pollard","00-0035261","TEN","HOU",10
"9412","J.Mixon","00-0033897","HOU","TEN",8
"9413","J.Mixon","00-0033897","HOU","TEN",1
"9414","J.Mixon","00-0033897","HOU","TEN",-1
"9415","C.Stroud","00-0039163","HOU","TEN",6
"9416","C.Stroud","00-0039163","HOU","TEN",5
"9417","J.Mixon","00-0033897","HOU","TEN",2
"9418","T.Pollard","00-0035261","TEN","HOU",4
"9419","W.Levis","00-0039152","TEN","HOU",3
"9420","W.Levis","00-0039152","TEN","HOU",0
"9421","J.Mixon","00-0033897","HOU","TEN",-5
"9422","T.Pollard","00-0035261","TEN","HOU",27
"9423","T.Pollard","00-0035261","TEN","HOU",3
"9424","T.Pollard","00-0035261","TEN","HOU",2
"9425","T.Pollard","00-0035261","TEN","HOU",2
"9426","T.Pollard","00-0035261","TEN","HOU",3
"9427","W.Levis","00-0039152","TEN","HOU",0
"9428","J.Mixon","00-0033897","HOU","TEN",5
"9429","J.Mixon","00-0033897","HOU","TEN",0
"9430","T.Pollard","00-0035261","TEN","HOU",4
"9431","T.Pollard","00-0035261","TEN","HOU",5
"9432","W.Levis","00-0039152","TEN","HOU",1
"9433","T.Pollard","00-0035261","TEN","HOU",2
"9434","T.Pollard","00-0035261","TEN","HOU",3
"9435","J.Mixon","00-0033897","HOU","TEN",0
"9436","T.Pollard","00-0035261","TEN","HOU",3
"9437","T.Pollard","00-0035261","TEN","HOU",-4
"9438","T.Pollard","00-0035261","TEN","HOU",0
"9439","T.Pollard","00-0035261","TEN","HOU",10
"9440","J.Mixon","00-0033897","HOU","TEN",4
"9441","J.Mixon","00-0033897","HOU","TEN",2
"9442","J.Mixon","00-0033897","HOU","TEN",1
"9443","T.Pollard","00-0035261","TEN","HOU",-4
"9444","J.Mixon","00-0033897","HOU","TEN",0
"9445","T.Pollard","00-0035261","TEN","HOU",7
"9446","T.Pollard","00-0035261","TEN","HOU",-3
"9447","J.Conner","00-0033553","ARI","MIN",6
"9448","J.Conner","00-0033553","ARI","MIN",6
"9449","T.Benson","00-0039921","ARI","MIN",10
"9450","J.Conner","00-0033553","ARI","MIN",1
"9451","J.Conner","00-0033553","ARI","MIN",3
"9452","A.Jones","00-0033293","MIN","ARI",2
"9453","S.Darnold","00-0034869","MIN","ARI",8
"9454","A.Jones","00-0033293","MIN","ARI",6
"9455","A.Jones","00-0033293","MIN","ARI",8
"9456","J.Conner","00-0033553","ARI","MIN",2
"9457","K.Murray","00-0035228","ARI","MIN",6
"9458","J.Conner","00-0033553","ARI","MIN",2
"9459","K.Murray","00-0035228","ARI","MIN",1
"9460","E.Demercado","00-0038705","ARI","MIN",3
"9461","C.Akers","00-0036414","MIN","ARI",3
"9462","J.Conner","00-0033553","ARI","MIN",1
"9463","K.Murray","00-0035228","ARI","MIN",19
"9464","G.Dortch","00-0035500","ARI","MIN",6
"9465","J.Conner","00-0033553","ARI","MIN",2
"9466","T.Chandler","00-0037276","MIN","ARI",0
"9467","T.Chandler","00-0037276","MIN","ARI",2
"9468","S.Darnold","00-0034869","MIN","ARI",3
"9469","K.Murray","00-0035228","ARI","MIN",11
"9470","A.Jones","00-0033293","MIN","ARI",5
"9471","J.Conner","00-0033553","ARI","MIN",-2
"9472","J.Conner","00-0033553","ARI","MIN",4
"9473","J.Conner","00-0033553","ARI","MIN",9
"9474","J.Conner","00-0033553","ARI","MIN",4
"9475","E.Demercado","00-0038705","ARI","MIN",1
"9476","A.Jones","00-0033293","MIN","ARI",1
"9477","K.Murray","00-0035228","ARI","MIN",3
"9478","T.Benson","00-0039921","ARI","MIN",1
"9479","C.Akers","00-0036414","MIN","ARI",18
"9480","J.Conner","00-0033553","ARI","MIN",12
"9481","C.Akers","00-0036414","MIN","ARI",-4
"9482","S.Darnold","00-0034869","MIN","ARI",12
"9483","J.Conner","00-0033553","ARI","MIN",16
"9484","J.Conner","00-0033553","ARI","MIN",-2
"9485","J.Conner","00-0033553","ARI","MIN",-3
"9486","E.Demercado","00-0038705","ARI","MIN",8
"9487","K.Murray","00-0035228","ARI","MIN",5
"9488","J.Conner","00-0033553","ARI","MIN",7
"9489","T.Benson","00-0039921","ARI","MIN",9
"9490","C.Akers","00-0036414","MIN","ARI",5
"9491","K.Murray","00-0035228","ARI","MIN",3
"9492","D.Montgomery","00-0035685","DET","CHI",10
"9493","D.Montgomery","00-0035685","DET","CHI",1
"9494","D.Montgomery","00-0035685","DET","CHI",5
"9495","D.Montgomery","00-0035685","DET","CHI",1
"9496","D.Montgomery","00-0035685","DET","CHI",9
"9497","D.Montgomery","00-0035685","DET","CHI",1
"9498","D.Swift","00-0036275","CHI","DET",-1
"9499","J.Gibbs","00-0039139","DET","CHI",8
"9500","J.Williams","00-0037240","DET","CHI",3
"9501","J.Gibbs","00-0039139","DET","CHI",18
"9502","J.Gibbs","00-0039139","DET","CHI",2
"9503","J.Gibbs","00-0039139","DET","CHI",13
"9504","D.Montgomery","00-0035685","DET","CHI",3
"9505","J.Gibbs","00-0039139","DET","CHI",11
"9506","D.Swift","00-0036275","CHI","DET",6
"9507","D.Montgomery","00-0035685","DET","CHI",13
"9508","D.Montgomery","00-0035685","DET","CHI",2
"9509","D.Montgomery","00-0035685","DET","CHI",4
"9510","D.Swift","00-0036275","CHI","DET",4
"9511","J.Gibbs","00-0039139","DET","CHI",28
"9512","J.Gibbs","00-0039139","DET","CHI",3
"9513","D.Montgomery","00-0035685","DET","CHI",2
"9514","C.Williams","00-0039918","CHI","DET",10
"9515","D.Montgomery","00-0035685","DET","CHI",3
"9516","D.Montgomery","00-0035685","DET","CHI",4
"9517","D.Swift","00-0036275","CHI","DET",4
"9518","D.Swift","00-0036275","CHI","DET",5
"9519","D.Swift","00-0036275","CHI","DET",5
"9520","C.Williams","00-0039918","CHI","DET",9
"9521","D.Montgomery","00-0035685","DET","CHI",1
"9522","J.Gibbs","00-0039139","DET","CHI",1
"9523","D.Montgomery","00-0035685","DET","CHI",9
"9524","J.Williams","00-0037240","DET","CHI",15
"9525","D.Montgomery","00-0035685","DET","CHI",3
"9526","D.Montgomery","00-0035685","DET","CHI",6
"9527","J.Goff","00-0033106","DET","CHI",1
"9528","D.Montgomery","00-0035685","DET","CHI",3
"9529","D.Swift","00-0036275","CHI","DET",-2
"9530","D.Swift","00-0036275","CHI","DET",4
"9531","J.Gibbs","00-0039139","DET","CHI",3
"9532","D.Swift","00-0036275","CHI","DET",3
"9533","D.Swift","00-0036275","CHI","DET",-1
"9534","C.Williams","00-0039918","CHI","DET",7
"9535","D.Montgomery","00-0035685","DET","CHI",4
"9536","D.Montgomery","00-0035685","DET","CHI",5
"9537","D.Montgomery","00-0035685","DET","CHI",-1
"9538","D.Swift","00-0036275","CHI","DET",12
"9539","C.Williams","00-0039918","CHI","DET",13
"9540","J.Williams","00-0036997","DEN","CLE",0
"9541","N.Chubb","00-0034791","CLE","DEN",1
"9542","N.Chubb","00-0034791","CLE","DEN",10
"9543","J.Ford","00-0037267","CLE","DEN",6
"9544","N.Chubb","00-0034791","CLE","DEN",0
"9545","J.McLaughlin","00-0038794","DEN","CLE",12
"9546","M.Mims","00-0038976","DEN","CLE",4
"9547","J.McLaughlin","00-0038794","DEN","CLE",1
"9548","J.McLaughlin","00-0038794","DEN","CLE",0
"9549","J.Williams","00-0036997","DEN","CLE",-1
"9550","J.Williams","00-0036997","DEN","CLE",2
"9551","K.Toney","00-0036913","CLE","DEN",3
"9552","J.Ford","00-0037267","CLE","DEN",4
"9553","N.Chubb","00-0034791","CLE","DEN",0
"9554","N.Chubb","00-0034791","CLE","DEN",0
"9555","J.McLaughlin","00-0038794","DEN","CLE",-1
"9556","A.Estime","00-0039373","DEN","CLE",6
"9557","N.Chubb","00-0034791","CLE","DEN",0
"9558","J.Ford","00-0037267","CLE","DEN",21
"9559","J.Ford","00-0037267","CLE","DEN",5
"9560","J.Ford","00-0037267","CLE","DEN",3
"9561","J.McLaughlin","00-0038794","DEN","CLE",8
"9562","J.Williams","00-0036997","DEN","CLE",0
"9563","M.Burton","00-0031595","DEN","CLE",1
"9564","J.Ford","00-0037267","CLE","DEN",0
"9565","E.Moore","00-0036980","CLE","DEN",1
"9566","J.McLaughlin","00-0038794","DEN","CLE",9
"9567","J.McLaughlin","00-0038794","DEN","CLE",-1
"9568","N.Chubb","00-0034791","CLE","DEN",7
"9569","J.Ford","00-0037267","CLE","DEN",0
"9570","A.Estime","00-0039373","DEN","CLE",8
"9571","J.McLaughlin","00-0038794","DEN","CLE",18
"9572","J.McLaughlin","00-0038794","DEN","CLE",17
"9573","J.McLaughlin","00-0038794","DEN","CLE",7
"9574","J.McLaughlin","00-0038794","DEN","CLE",1
"9575","J.Ford","00-0037267","CLE","DEN",2
"9576","J.Ford","00-0037267","CLE","DEN",0
"9577","J.Winston","00-0031503","CLE","DEN",1
"9578","N.Chubb","00-0034791","CLE","DEN",1
"9579","N.Chubb","00-0034791","CLE","DEN",2
"9580","J.Winston","00-0031503","CLE","DEN",4
"9581","J.McLaughlin","00-0038794","DEN","CLE",3
"9582","J.McLaughlin","00-0038794","DEN","CLE",2
"9583","J.McLaughlin","00-0038794","DEN","CLE",8
"9584","A.Estime","00-0039373","DEN","CLE",-2
"9585","B.Nix","00-0039732","DEN","CLE",6
"9586","J.Winston","00-0031503","CLE","DEN",6
"9587","T.Etienne","00-0036973","JAX","HOU",4
"9588","J.Mixon","00-0033897","HOU","JAX",0
"9589","J.Mixon","00-0033897","HOU","JAX",3
"9590","J.Mixon","00-0033897","HOU","JAX",2
"9591","T.Etienne","00-0036973","JAX","HOU",-3
"9592","T.Bigsby","00-0038555","JAX","HOU",2
"9593","J.Mixon","00-0033897","HOU","JAX",2
"9594","J.Mixon","00-0033897","HOU","JAX",-1
"9595","T.Bigsby","00-0038555","JAX","HOU",-3
"9596","T.Bigsby","00-0038555","JAX","HOU",2
"9597","J.Mixon","00-0033897","HOU","JAX",-2
"9598","J.Mixon","00-0033897","HOU","JAX",13
"9599","J.Mixon","00-0033897","HOU","JAX",2
"9600","C.Stroud","00-0039163","HOU","JAX",6
"9601","T.Etienne","00-0036973","JAX","HOU",3
"9602","B.Thomas","00-0039893","JAX","HOU",11
"9603","T.Etienne","00-0036973","JAX","HOU",3
"9604","T.Lawrence","00-0036971","JAX","HOU",6
"9605","T.Bigsby","00-0038555","JAX","HOU",1
"9606","T.Etienne","00-0036973","JAX","HOU",5
"9607","T.Etienne","00-0036973","JAX","HOU",4
"9608","T.Bigsby","00-0038555","JAX","HOU",5
"9609","T.Bigsby","00-0038555","JAX","HOU",2
"9610","T.Etienne","00-0036973","JAX","HOU",6
"9611","T.Etienne","00-0036973","JAX","HOU",6
"9612","J.Mixon","00-0033897","HOU","JAX",3
"9613","T.Etienne","00-0036973","JAX","HOU",2
"9614","J.Mixon","00-0033897","HOU","JAX",30
"9615","J.Mixon","00-0033897","HOU","JAX",7
"9616","M.Jones","00-0036972","JAX","HOU",0
"9617","J.Mixon","00-0033897","HOU","JAX",1
"9618","J.Mixon","00-0033897","HOU","JAX",3
"9619","C.Stroud","00-0039163","HOU","JAX",3
"9620","T.Etienne","00-0036973","JAX","HOU",9
"9621","T.Etienne","00-0036973","JAX","HOU",5
"9622","M.Jones","00-0036972","JAX","HOU",5
"9623","J.Mixon","00-0033897","HOU","JAX",10
"9624","T.Bigsby","00-0038555","JAX","HOU",19
"9625","M.Jones","00-0036972","JAX","HOU",1
"9626","T.Etienne","00-0036973","JAX","HOU",7
"9627","T.Etienne","00-0036973","JAX","HOU",-5
"9628","J.Mixon","00-0033897","HOU","JAX",0
"9629","J.Mixon","00-0033897","HOU","JAX",0
"9630","J.Mixon","00-0033897","HOU","JAX",14
"9631","J.Mixon","00-0033897","HOU","JAX",2
"9632","J.Mixon","00-0033897","HOU","JAX",4
"9633","J.Mixon","00-0033897","HOU","JAX",8
"9634","R.Stevenson","00-0036875","NE","IND",32
"9635","R.Stevenson","00-0036875","NE","IND",3
"9636","A.Gibson","00-0036328","NE","IND",6
"9637","A.Gibson","00-0036328","NE","IND",2
"9638","J.Taylor","00-0036223","IND","NE",9
"9639","A.Richardson","00-0039164","IND","NE",11
"9640","J.Taylor","00-0036223","IND","NE",4
"9641","J.Taylor","00-0036223","IND","NE",5
"9642","J.Taylor","00-0036223","IND","NE",6
"9643","R.Stevenson","00-0036875","NE","IND",5
"9644","D.Maye","00-0039851","NE","IND",41
"9645","R.Stevenson","00-0036875","NE","IND",5
"9646","A.Richardson","00-0039164","IND","NE",-1
"9647","R.Stevenson","00-0036875","NE","IND",1
"9648","R.Stevenson","00-0036875","NE","IND",-3
"9649","J.Taylor","00-0036223","IND","NE",9
"9650","A.Richardson","00-0039164","IND","NE",13
"9651","J.Taylor","00-0036223","IND","NE",4
"9652","J.Taylor","00-0036223","IND","NE",-2
"9653","J.Taylor","00-0036223","IND","NE",4
"9654","A.Richardson","00-0039164","IND","NE",3
"9655","R.Stevenson","00-0036875","NE","IND",1
"9656","A.Gibson","00-0036328","NE","IND",13
"9657","A.Gibson","00-0036328","NE","IND",11
"9658","J.Taylor","00-0036223","IND","NE",-2
"9659","R.Stevenson","00-0036875","NE","IND",1
"9660","R.Stevenson","00-0036875","NE","IND",6
"9661","J.Taylor","00-0036223","IND","NE",8
"9662","J.Taylor","00-0036223","IND","NE",9
"9663","J.Taylor","00-0036223","IND","NE",5
"9664","J.Taylor","00-0036223","IND","NE",4
"9665","J.Taylor","00-0036223","IND","NE",3
"9666","A.Richardson","00-0039164","IND","NE",11
"9667","J.Taylor","00-0036223","IND","NE",3
"9668","J.Taylor","00-0036223","IND","NE",8
"9669","J.Taylor","00-0036223","IND","NE",4
"9670","J.Taylor","00-0036223","IND","NE",0
"9671","R.Stevenson","00-0036875","NE","IND",1
"9672","K.Bourne","00-0033307","NE","IND",6
"9673","A.Gibson","00-0036328","NE","IND",4
"9674","A.Gibson","00-0036328","NE","IND",15
"9675","D.Maye","00-0039851","NE","IND",4
"9676","D.Maye","00-0039851","NE","IND",7
"9677","R.Stevenson","00-0036875","NE","IND",2
"9678","D.Maye","00-0039851","NE","IND",1
"9679","R.Stevenson","00-0036875","NE","IND",7
"9680","J.Taylor","00-0036223","IND","NE",4
"9681","R.Stevenson","00-0036875","NE","IND",7
"9682","R.Stevenson","00-0036875","NE","IND",0
"9683","D.Maye","00-0039851","NE","IND",6
"9684","R.Stevenson","00-0036875","NE","IND",1
"9685","R.Stevenson","00-0036875","NE","IND",5
"9686","A.Gibson","00-0036328","NE","IND",11
"9687","J.Taylor","00-0036223","IND","NE",3
"9688","R.Stevenson","00-0036875","NE","IND",2
"9689","R.Stevenson","00-0036875","NE","IND",-3
"9690","J.Taylor","00-0036223","IND","NE",4
"9691","A.Richardson","00-0039164","IND","NE",6
"9692","J.Taylor","00-0036223","IND","NE",1
"9693","J.Taylor","00-0036223","IND","NE",1
"9694","J.Taylor","00-0036223","IND","NE",3
"9695","A.Richardson","00-0039164","IND","NE",6
"9696","A.Richardson","00-0039164","IND","NE",0
"9697","J.Taylor","00-0036223","IND","NE",-1
"9698","A.Richardson","00-0039164","IND","NE",2
"9699","B.Robinson","00-0038542","ATL","LAC",15
"9700","B.Robinson","00-0038542","ATL","LAC",0
"9701","B.Robinson","00-0038542","ATL","LAC",5
"9702","B.Robinson","00-0038542","ATL","LAC",4
"9703","T.Allgeier","00-0037263","ATL","LAC",3
"9704","K.Cousins","00-0029604","ATL","LAC",3
"9705","B.Robinson","00-0038542","ATL","LAC",0
"9706","G.Edwards","00-0034184","LAC","ATL",2
"9707","H.Haskins","00-0037617","LAC","ATL",0
"9708","B.Robinson","00-0038542","ATL","LAC",1
"9709","B.Robinson","00-0038542","ATL","LAC",2
"9710","B.Robinson","00-0038542","ATL","LAC",2
"9711","K.Vidal","00-0039391","LAC","ATL",2
"9712","B.Robinson","00-0038542","ATL","LAC",7
"9713","B.Robinson","00-0038542","ATL","LAC",6
"9714","G.Edwards","00-0034184","LAC","ATL",3
"9715","D.Davis","00-0038573","LAC","ATL",3
"9716","B.Robinson","00-0038542","ATL","LAC",4
"9717","D.London","00-0037238","ATL","LAC",-3
"9718","G.Edwards","00-0034184","LAC","ATL",3
"9719","J.Herbert","00-0036355","LAC","ATL",2
"9720","K.Vidal","00-0039391","LAC","ATL",16
"9721","J.Herbert","00-0036355","LAC","ATL",2
"9722","G.Edwards","00-0034184","LAC","ATL",9
"9723","K.Vidal","00-0039391","LAC","ATL",0
"9724","T.Allgeier","00-0037263","ATL","LAC",4
"9725","B.Robinson","00-0038542","ATL","LAC",4
"9726","B.Robinson","00-0038542","ATL","LAC",14
"9727","B.Robinson","00-0038542","ATL","LAC",2
"9728","T.Allgeier","00-0037263","ATL","LAC",3
"9729","T.Allgeier","00-0037263","ATL","LAC",2
"9730","B.Robinson","00-0038542","ATL","LAC",5
"9731","B.Robinson","00-0038542","ATL","LAC",5
"9732","B.Robinson","00-0038542","ATL","LAC",3
"9733","B.Robinson","00-0038542","ATL","LAC",1
"9734","B.Robinson","00-0038542","ATL","LAC",3
"9735","B.Robinson","00-0038542","ATL","LAC",2
"9736","B.Robinson","00-0038542","ATL","LAC",2
"9737","G.Edwards","00-0034184","LAC","ATL",3
"9738","B.Robinson","00-0038542","ATL","LAC",4
"9739","B.Robinson","00-0038542","ATL","LAC",2
"9740","T.Allgeier","00-0037263","ATL","LAC",1
"9741","T.Allgeier","00-0037263","ATL","LAC",-1
"9742","B.Robinson","00-0038542","ATL","LAC",-4
"9743","G.Edwards","00-0034184","LAC","ATL",12
"9744","K.Vidal","00-0039391","LAC","ATL",2
"9745","B.Robinson","00-0038542","ATL","LAC",4
"9746","B.Robinson","00-0038542","ATL","LAC",9
"9747","T.Allgeier","00-0037263","ATL","LAC",2
"9748","T.Allgeier","00-0037263","ATL","LAC",2
"9749","R.McCloud","00-0034407","ATL","LAC",-2
"9750","A.Kamara","00-0033906","NO","LA",12
"9751","A.Kamara","00-0033906","NO","LA",9
"9752","A.Kamara","00-0033906","NO","LA",0
"9753","A.Kamara","00-0033906","NO","LA",2
"9754","A.Kamara","00-0033906","NO","LA",5
"9755","A.Kamara","00-0033906","NO","LA",10
"9756","A.Kamara","00-0033906","NO","LA",4
"9757","A.Kamara","00-0033906","NO","LA",4
"9758","T.Hill","00-0033357","NO","LA",1
"9759","T.Hill","00-0033357","NO","LA",2
"9760","T.Hill","00-0033357","NO","LA",2
"9761","A.Kamara","00-0033906","NO","LA",6
"9762","B.Corum","00-0039738","LA","NO",9
"9763","B.Corum","00-0039738","LA","NO",10
"9764","B.Corum","00-0039738","LA","NO",2
"9765","M.Stafford","00-0026498","LA","NO",4
"9766","B.Corum","00-0039738","LA","NO",5
"9767","B.Corum","00-0039738","LA","NO",6
"9768","K.Williams","00-0037840","LA","NO",3
"9769","A.Kamara","00-0033906","NO","LA",4
"9770","D.Carr","00-0031280","NO","LA",3
"9771","T.Hill","00-0033357","NO","LA",3
"9772","K.Williams","00-0037840","LA","NO",11
"9773","K.Williams","00-0037840","LA","NO",17
"9774","K.Williams","00-0037840","LA","NO",5
"9775","K.Williams","00-0037840","LA","NO",4
"9776","K.Williams","00-0037840","LA","NO",2
"9777","A.Kamara","00-0033906","NO","LA",11
"9778","A.Kamara","00-0033906","NO","LA",13
"9779","K.Williams","00-0037840","LA","NO",4
"9780","K.Williams","00-0037840","LA","NO",1
"9781","K.Williams","00-0037840","LA","NO",8
"9782","K.Williams","00-0037840","LA","NO",10
"9783","K.Williams","00-0037840","LA","NO",4
"9784","K.Williams","00-0037840","LA","NO",6
"9785","K.Williams","00-0037840","LA","NO",4
"9786","A.Kamara","00-0033906","NO","LA",-3
"9787","B.Corum","00-0039738","LA","NO",2
"9788","B.Corum","00-0039738","LA","NO",6
"9789","T.Atwell","00-0036849","LA","NO",0
"9790","A.Kamara","00-0033906","NO","LA",5
"9791","K.Williams","00-0037840","LA","NO",14
"9792","A.Kamara","00-0033906","NO","LA",7
"9793","A.Kamara","00-0033906","NO","LA",9
"9794","K.Austin","00-0037231","NO","LA",9
"9795","A.Kamara","00-0033906","NO","LA",-4
"9796","B.Corum","00-0039738","LA","NO",2
"9797","P.Nacua","00-0039075","LA","NO",7
"9798","M.Stafford","00-0026498","LA","NO",2
"9799","A.Kamara","00-0033906","NO","LA",2
"9800","A.Kamara","00-0033906","NO","LA",2
"9801","T.Hill","00-0033357","NO","LA",2
"9802","A.Kamara","00-0033906","NO","LA",7
"9803","D.Carr","00-0031280","NO","LA",9
"9804","A.Kamara","00-0033906","NO","LA",3
"9805","A.Kamara","00-0033906","NO","LA",3
"9806","A.Kamara","00-0033906","NO","LA",1
"9807","K.Williams","00-0037840","LA","NO",11
"9808","K.Hunt","00-0033923","KC","LV",-1
"9809","K.Hunt","00-0033923","KC","LV",2
"9810","I.Pacheco","00-0037197","KC","LV",4
"9811","I.Pacheco","00-0037197","KC","LV",2
"9812","A.Abdullah","00-0032104","LV","KC",6
"9813","K.Hunt","00-0033923","KC","LV",2
"9814","K.Hunt","00-0033923","KC","LV",2
"9815","A.Abdullah","00-0032104","LV","KC",3
"9816","A.Abdullah","00-0032104","LV","KC",6
"9817","A.Abdullah","00-0032104","LV","KC",1
"9818","A.Abdullah","00-0032104","LV","KC",0
"9819","I.Pacheco","00-0037197","KC","LV",-5
"9820","B.Bowers","00-0039338","LV","KC",2
"9821","S.McCormick","00-0037509","LV","KC",7
"9822","S.McCormick","00-0037509","LV","KC",4
"9823","K.Hunt","00-0033923","KC","LV",4
"9824","S.McCormick","00-0037509","LV","KC",17
"9825","T.Tucker","00-0038563","LV","KC",11
"9826","S.McCormick","00-0037509","LV","KC",1
"9827","A.Abdullah","00-0032104","LV","KC",11
"9828","A.Abdullah","00-0032104","LV","KC",4
"9829","A.Abdullah","00-0032104","LV","KC",5
"9830","A.Abdullah","00-0032104","LV","KC",0
"9831","I.Pacheco","00-0037197","KC","LV",34
"9832","I.Pacheco","00-0037197","KC","LV",1
"9833","S.McCormick","00-0037509","LV","KC",1
"9834","S.McCormick","00-0037509","LV","KC",-1
"9835","A.Abdullah","00-0032104","LV","KC",3
"9836","S.McCormick","00-0037509","LV","KC",3
"9837","K.Hunt","00-0033923","KC","LV",4
"9838","S.McCormick","00-0037509","LV","KC",11
"9839","P.Mahomes","00-0033873","KC","LV",5
"9840","S.McCormick","00-0037509","LV","KC",9
"9841","S.McCormick","00-0037509","LV","KC",5
"9842","K.Hunt","00-0033923","KC","LV",2
"9843","S.McCormick","00-0037509","LV","KC",8
"9844","S.McCormick","00-0037509","LV","KC",-1
"9845","I.Pacheco","00-0037197","KC","LV",5
"9846","I.Pacheco","00-0037197","KC","LV",3
"9847","A.O'Connell","00-0038579","LV","KC",0
"9848","J.Jacobs","00-0035700","GB","MIA",1
"9849","J.Jacobs","00-0035700","GB","MIA",6
"9850","J.Jacobs","00-0035700","GB","MIA",0
"9851","D.Achane","00-0039040","MIA","GB",-1
"9852","T.Tagovailoa","00-0036212","MIA","GB",-3
"9853","R.Mostert","00-0031687","MIA","GB",3
"9854","J.Jacobs","00-0035700","GB","MIA",2
"9855","J.Jacobs","00-0035700","GB","MIA",2
"9856","J.Jacobs","00-0035700","GB","MIA",11
"9857","J.Jacobs","00-0035700","GB","MIA",1
"9858","Em.Wilson","00-0038797","GB","MIA",5
"9859","Em.Wilson","00-0038797","GB","MIA",15
"9860","J.Jacobs","00-0035700","GB","MIA",6
"9861","J.Jacobs","00-0035700","GB","MIA",1
"9862","D.Achane","00-0039040","MIA","GB",13
"9863","D.Achane","00-0039040","MIA","GB",-1
"9864","D.Achane","00-0039040","MIA","GB",-6
"9865","J.Reed","00-0039146","GB","MIA",23
"9866","J.Jacobs","00-0035700","GB","MIA",0
"9867","C.Brooks","00-0038685","GB","MIA",18
"9868","J.Jacobs","00-0035700","GB","MIA",3
"9869","T.Tagovailoa","00-0036212","MIA","GB",9
"9870","C.Brooks","00-0038685","GB","MIA",8
"9871","J.Jacobs","00-0035700","GB","MIA",3
"9872","J.Jacobs","00-0035700","GB","MIA",1
"9873","C.Brooks","00-0038685","GB","MIA",2
"9874","R.Mostert","00-0031687","MIA","GB",12
"9875","R.Mostert","00-0031687","MIA","GB",1
"9876","R.Mostert","00-0031687","MIA","GB",0
"9877","J.Jacobs","00-0035700","GB","MIA",-2
"9878","R.Mostert","00-0031687","MIA","GB",3
"9879","D.Achane","00-0039040","MIA","GB",1
"9880","D.Achane","00-0039040","MIA","GB",8
"9881","D.Achane","00-0039040","MIA","GB",0
"9882","J.Jacobs","00-0035700","GB","MIA",4
"9883","J.Jacobs","00-0035700","GB","MIA",2
"9884","J.Jacobs","00-0035700","GB","MIA",3
"9885","J.Jacobs","00-0035700","GB","MIA",2
"9886","J.Jacobs","00-0035700","GB","MIA",-3
"9887","R.Dowdle","00-0036139","DAL","NYG",4
"9888","D.Singletary","00-0035250","NYG","DAL",4
"9889","D.Singletary","00-0035250","NYG","DAL",7
"9890","T.Tracy","00-0039384","NYG","DAL",7
"9891","D.Lock","00-0035704","NYG","DAL",0
"9892","T.Tracy","00-0039384","NYG","DAL",6
"9893","D.Singletary","00-0035250","NYG","DAL",0
"9894","D.Singletary","00-0035250","NYG","DAL",2
"9895","M.Nabers","00-0039337","NYG","DAL",4
"9896","D.Lock","00-0035704","NYG","DAL",28
"9897","T.Tracy","00-0039384","NYG","DAL",1
"9898","R.Dowdle","00-0036139","DAL","NYG",3
"9899","E.Elliott","00-0033045","DAL","NYG",4
"9900","R.Dowdle","00-0036139","DAL","NYG",4
"9901","R.Dowdle","00-0036139","DAL","NYG",22
"9902","R.Dowdle","00-0036139","DAL","NYG",13
"9903","R.Dowdle","00-0036139","DAL","NYG",2
"9904","K.Turpin","00-0037801","DAL","NYG",2
"9905","R.Dowdle","00-0036139","DAL","NYG",-2
"9906","D.Singletary","00-0035250","NYG","DAL",4
"9907","R.Dowdle","00-0036139","DAL","NYG",4
"9908","H.Luepke","00-0038738","DAL","NYG",0
"9909","T.Tracy","00-0039384","NYG","DAL",2
"9910","C.Rush","00-0033662","DAL","NYG",1
"9911","D.Singletary","00-0035250","NYG","DAL",4
"9912","D.Singletary","00-0035250","NYG","DAL",2
"9913","H.Luepke","00-0038738","DAL","NYG",2
"9914","T.Tracy","00-0039384","NYG","DAL",4
"9915","T.Tracy","00-0039384","NYG","DAL",4
"9916","R.Dowdle","00-0036139","DAL","NYG",0
"9917","H.Luepke","00-0038738","DAL","NYG",2
"9918","C.Rush","00-0033662","DAL","NYG",4
"9919","T.Tracy","00-0039384","NYG","DAL",2
"9920","R.Dowdle","00-0036139","DAL","NYG",3
"9921","R.Dowdle","00-0036139","DAL","NYG",1
