"","receiver_player_name","receiver_player_id","passer_player_name","passer_player_id","complete_pass","air_yards","yards_after_catch","yards_gained_pass","defteam","interception"
"4607","J.Sanders","00-0039356","A.Dalton","00-0027973",0,2,NA,0,"CHI",0
"4608","C.Kmet","00-0036290","C.Williams","00-0039918",0,5,NA,0,"CAR",0
"4609","K.Allen","00-0030279","C.Williams","00-0039918",1,3,8,11,"CAR",0
"4610","Di.Johnson","00-0035216","A.Dalton","00-0027973",1,18,2,20,"CHI",0
"4611",NA,NA,"A.Dalton","00-0027973",0,NA,NA,-10,"CHI",0
"4612","D.Moore","00-0034827","C.Williams","00-0039918",1,-3,5,2,"CAR",0
"4613","C.Kmet","00-0036290","C.Williams","00-0039918",1,-1,27,26,"CAR",0
"4614","D.Moore","00-0034827","C.Williams","00-0039918",0,10,NA,0,"CAR",0
"4615","Di.Johnson","00-0035216","A.Dalton","00-0027973",0,17,NA,0,"CHI",0
"4616",NA,NA,"A.Dalton","00-0027973",0,4,NA,0,"CHI",0
"4617","J.Sanders","00-0039356","A.Dalton","00-0027973",1,6,4,10,"CHI",0
"4618","C.Hubbard","00-0036555","A.Dalton","00-0027973",1,2,-6,-4,"CHI",0
"4619","R.Odunze","00-0039919","C.Williams","00-0039918",1,0,8,8,"CAR",0
"4620","K.Allen","00-0030279","C.Williams","00-0039918",0,NA,NA,0,"CAR",0
"4621","M.Sanders","00-0035243","B.Young","00-0039150",1,24,3,27,"CHI",0
"4622","J.Coker","00-0039491","B.Young","00-0039150",1,1,15,16,"CHI",0
"4623","D.Moore","00-0033589","B.Young","00-0039150",0,5,NA,0,"CHI",0
"4624",NA,NA,"B.Young","00-0039150",0,14,NA,0,"CHI",0
"4625","J.Coker","00-0039491","B.Young","00-0039150",1,15,0,15,"CHI",0
"4626","M.Sanders","00-0035243","B.Young","00-0039150",0,5,NA,0,"CHI",0
"4627","M.Sanders","00-0035243","B.Young","00-0039150",1,-5,5,0,"CHI",0
"4628",NA,NA,"B.Young","00-0039150",0,NA,NA,-2,"CHI",0
"4629","D.Njoku","00-0033885","D.Watson","00-0033537",1,0,14,14,"WAS",0
"4630","J.Ford","00-0037267","D.Watson","00-0033537",1,-5,12,7,"WAS",0
"4631","A.Cooper","00-0031544","D.Watson","00-0033537",0,44,NA,0,"WAS",0
"4632",NA,NA,"J.Daniels","00-0039910",0,NA,NA,-9,"CLE",0
"4633","J.Ford","00-0037267","D.Watson","00-0033537",1,-7,0,-7,"WAS",0
"4634","P.Strong","00-0038098","D.Watson","00-0033537",0,6,NA,0,"WAS",0
"4635","D.Njoku","00-0033885","D.Watson","00-0033537",0,19,NA,0,"WAS",0
"4636","A.Ekeler","00-0033699","J.Daniels","00-0039910",1,-3,0,-3,"CLE",0
"4637","T.McLaurin","00-0035659","J.Daniels","00-0039910",0,5,NA,0,"CLE",0
"4638","T.McLaurin","00-0035659","J.Daniels","00-0039910",1,52,14,66,"CLE",0
"4639","Z.Ertz","00-0030061","J.Daniels","00-0039910",0,5,NA,0,"CLE",0
"4640","Z.Ertz","00-0030061","J.Daniels","00-0039910",0,4,NA,0,"CLE",1
"4641","A.Cooper","00-0031544","D.Watson","00-0033537",0,35,NA,0,"WAS",0
"4642","T.McLaurin","00-0035659","J.Daniels","00-0039910",1,12,0,12,"CLE",0
"4643","L.McCaffrey","00-0039355","J.Daniels","00-0039910",1,3,0,3,"CLE",0
"4644","Z.Ertz","00-0030061","J.Daniels","00-0039910",1,7,0,7,"CLE",0
"4645","A.Cooper","00-0031544","D.Watson","00-0033537",0,17,NA,0,"WAS",0
"4646","T.McLaurin","00-0035659","J.Daniels","00-0039910",0,28,NA,0,"CLE",0
"4647","Z.Ertz","00-0030061","J.Daniels","00-0039910",0,35,NA,0,"CLE",0
"4648","D.Njoku","00-0033885","D.Watson","00-0033537",0,3,NA,0,"WAS",0
"4649","A.Cooper","00-0031544","D.Watson","00-0033537",1,16,3,19,"WAS",0
"4650","A.Cooper","00-0031544","D.Watson","00-0033537",0,11,NA,0,"WAS",0
"4651","J.Jeudy","00-0036407","D.Watson","00-0033537",0,11,NA,0,"WAS",0
"4652",NA,NA,"D.Watson","00-0033537",0,NA,NA,-4,"WAS",0
"4653","Z.Ertz","00-0030061","J.Daniels","00-0039910",0,2,NA,0,"CLE",0
"4654","Z.Ertz","00-0030061","J.Daniels","00-0039910",1,2,1,3,"CLE",0
"4655","J.Ford","00-0037267","D.Watson","00-0033537",1,-5,7,2,"WAS",0
"4656",NA,NA,"D.Watson","00-0033537",0,NA,NA,0,"WAS",0
"4657","O.Zaccheaus","00-0035208","J.Daniels","00-0039910",0,4,NA,0,"CLE",0
"4658","Z.Ertz","00-0030061","J.Daniels","00-0039910",0,5,NA,0,"CLE",0
"4659","L.McCaffrey","00-0039355","J.Daniels","00-0039910",1,9,0,9,"CLE",0
"4660","T.McLaurin","00-0035659","J.Daniels","00-0039910",0,43,NA,0,"CLE",0
"4661","O.Zaccheaus","00-0035208","J.Daniels","00-0039910",1,4,6,10,"CLE",0
"4662","E.Moore","00-0036980","D.Watson","00-0033537",1,-1,3,2,"WAS",0
"4663",NA,NA,"D.Watson","00-0033537",0,NA,NA,-9,"WAS",0
"4664","L.McCaffrey","00-0039355","J.Daniels","00-0039910",1,-3,10,7,"CLE",0
"4665","Z.Ertz","00-0030061","J.Daniels","00-0039910",0,10,NA,0,"CLE",0
"4666","T.McLaurin","00-0035659","J.Daniels","00-0039910",1,5,6,11,"CLE",0
"4667","D.Brown","00-0036626","J.Daniels","00-0039910",1,41,0,41,"CLE",0
"4668","J.Jeudy","00-0036407","D.Watson","00-0033537",1,16,0,16,"WAS",0
"4669","A.Cooper","00-0031544","D.Watson","00-0033537",1,8,5,13,"WAS",0
"4670","E.Moore","00-0036980","D.Watson","00-0033537",0,4,NA,0,"WAS",0
"4671","A.Cooper","00-0031544","D.Watson","00-0033537",0,28,NA,0,"WAS",0
"4672","A.Cooper","00-0031544","D.Watson","00-0033537",1,5,4,9,"WAS",0
"4673","A.Cooper","00-0031544","D.Watson","00-0033537",1,11,8,19,"WAS",0
"4674",NA,NA,"D.Watson","00-0033537",0,NA,NA,-1,"WAS",0
"4675","J.Jeudy","00-0036407","D.Watson","00-0033537",0,8,NA,0,"WAS",0
"4676",NA,NA,"D.Watson","00-0033537",0,8,NA,0,"WAS",0
"4677","T.McLaurin","00-0035659","J.Daniels","00-0039910",1,14,9,23,"CLE",0
"4678",NA,NA,"J.Daniels","00-0039910",0,NA,NA,-2,"CLE",0
"4679","D.Brown","00-0036626","J.Daniels","00-0039910",1,9,7,16,"CLE",0
"4680",NA,NA,"D.Watson","00-0033537",0,NA,NA,-4,"WAS",0
"4681",NA,NA,"J.Daniels","00-0039910",0,NA,NA,-6,"CLE",0
"4682","A.Ekeler","00-0033699","J.Daniels","00-0039910",1,-4,37,33,"CLE",0
"4683","T.McLaurin","00-0035659","J.Daniels","00-0039910",0,12,NA,0,"CLE",0
"4684","E.Moore","00-0036980","D.Watson","00-0033537",1,5,1,6,"WAS",0
"4685","A.Cooper","00-0031544","D.Watson","00-0033537",0,8,NA,0,"WAS",0
"4686",NA,NA,"D.Watson","00-0033537",0,NA,NA,-7,"WAS",0
"4687","J.Akins","00-0034364","D.Watson","00-0033537",1,2,1,3,"WAS",0
"4688",NA,NA,"D.Watson","00-0033537",0,NA,NA,-8,"WAS",0
"4689",NA,NA,"M.Mariota","00-0032268",0,4,NA,0,"CLE",0
"4690","O.Zaccheaus","00-0035208","M.Mariota","00-0032268",0,6,NA,0,"CLE",0
"4691","J.Akins","00-0034364","D.Watson","00-0033537",1,6,3,9,"WAS",0
"4692","E.Moore","00-0036980","D.Watson","00-0033537",1,2,1,3,"WAS",0
"4693","J.Akins","00-0034364","D.Watson","00-0033537",1,0,10,10,"WAS",0
"4694","B.Tremayne","00-0038840","M.Mariota","00-0032268",1,-2,0,-2,"CLE",0
"4695","D.Foreman","00-0033925","J.Winston","00-0031503",1,-2,18,16,"WAS",0
"4696","C.Lamb","00-0036358","D.Prescott","00-0033077",1,2,1,3,"PIT",0
"4697","B.Spann-Ford","00-0039530","D.Prescott","00-0033077",1,8,5,13,"PIT",0
"4698","C.Lamb","00-0036358","D.Prescott","00-0033077",1,-2,6,4,"PIT",0
"4699","J.Tolbert","00-0037666","D.Prescott","00-0033077",0,6,NA,0,"PIT",0
"4700","Co.Heyward","00-0037304","J.Fields","00-0036945",0,28,NA,0,"DAL",0
"4701","G.Pickens","00-0037247","J.Fields","00-0036945",1,3,5,8,"DAL",0
"4702","N.Harris","00-0036893","J.Fields","00-0036945",1,2,13,15,"DAL",0
"4703","D.Washington","00-0038558","J.Fields","00-0036945",0,25,NA,0,"DAL",0
"4704","K.Turpin","00-0037801","D.Prescott","00-0033077",1,-5,9,4,"PIT",0
"4705","J.Brooks","00-0038640","D.Prescott","00-0033077",1,11,-1,10,"PIT",0
"4706",NA,NA,"D.Prescott","00-0033077",0,12,NA,0,"PIT",0
"4707","Co.Heyward","00-0037304","J.Fields","00-0036945",1,6,1,7,"DAL",0
"4708","V.Jefferson","00-0036415","J.Fields","00-0036945",0,38,NA,0,"DAL",0
"4709",NA,NA,"J.Fields","00-0036945",0,NA,NA,-14,"DAL",0
"4710",NA,NA,"J.Fields","00-0036945",0,32,NA,0,"DAL",0
"4711","C.Lamb","00-0036358","D.Prescott","00-0033077",1,27,0,27,"PIT",0
"4712","C.Lamb","00-0036358","D.Prescott","00-0033077",1,9,10,19,"PIT",0
"4713","K.Turpin","00-0037801","D.Prescott","00-0033077",1,-2,9,7,"PIT",0
"4714","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,-2,6,4,"PIT",0
"4715",NA,NA,"D.Prescott","00-0033077",0,NA,NA,-9,"PIT",0
"4716","D.Washington","00-0038558","J.Fields","00-0036945",1,5,0,5,"DAL",0
"4717",NA,NA,"J.Fields","00-0036945",0,NA,NA,-2,"DAL",0
"4718","K.Turpin","00-0037801","D.Prescott","00-0033077",1,-5,10,5,"PIT",0
"4719","J.Ferguson","00-0038041","D.Prescott","00-0033077",1,5,22,27,"PIT",0
"4720","K.Turpin","00-0037801","D.Prescott","00-0033077",0,1,NA,0,"PIT",0
"4721",NA,NA,"J.Fields","00-0036945",0,NA,NA,0,"DAL",0
"4722","G.Pickens","00-0037247","J.Fields","00-0036945",0,31,NA,0,"DAL",0
"4723","J.Ferguson","00-0038041","D.Prescott","00-0033077",1,1,5,6,"PIT",0
"4724","L.Schoonmaker","00-0038547","D.Prescott","00-0033077",0,0,NA,0,"PIT",0
"4725","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,26,22,48,"PIT",0
"4726","R.Dowdle","00-0036139","D.Prescott","00-0033077",1,-4,9,5,"PIT",0
"4727","J.Ferguson","00-0038041","D.Prescott","00-0033077",1,1,5,6,"PIT",0
"4728","C.Lamb","00-0036358","D.Prescott","00-0033077",0,15,NA,0,"PIT",1
"4729","P.Freiermuth","00-0036894","K.Allen","00-0034577",1,13,6,19,"DAL",0
"4730","V.Jefferson","00-0036415","J.Fields","00-0036945",1,7,0,7,"DAL",0
"4731","V.Jefferson","00-0036415","J.Fields","00-0036945",1,11,0,11,"DAL",0
"4732","P.Freiermuth","00-0036894","J.Fields","00-0036945",1,-1,0,-1,"DAL",0
"4733","Co.Heyward","00-0037304","J.Fields","00-0036945",1,12,4,16,"DAL",0
"4734","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,8,2,10,"PIT",0
"4735","J.Ferguson","00-0038041","D.Prescott","00-0033077",0,5,NA,0,"PIT",0
"4736","K.Turpin","00-0037801","D.Prescott","00-0033077",1,32,2,34,"PIT",0
"4737","C.Lamb","00-0036358","D.Prescott","00-0033077",0,-4,NA,0,"PIT",0
"4738",NA,NA,"D.Prescott","00-0033077",0,NA,NA,-7,"PIT",0
"4739","J.Ferguson","00-0038041","D.Prescott","00-0033077",1,6,2,8,"PIT",0
"4740","N.Harris","00-0036893","J.Fields","00-0036945",1,-4,24,20,"DAL",0
"4741",NA,NA,"J.Fields","00-0036945",0,3,NA,0,"DAL",0
"4742","C.Austin","00-0037837","J.Fields","00-0036945",1,6,0,6,"DAL",0
"4743","G.Pickens","00-0037247","J.Fields","00-0036945",0,7,NA,0,"DAL",0
"4744","C.Lamb","00-0036358","D.Prescott","00-0033077",0,3,NA,0,"PIT",0
"4745","J.Ferguson","00-0038041","D.Prescott","00-0033077",1,6,7,13,"PIT",0
"4746","L.Schoonmaker","00-0038547","D.Prescott","00-0033077",1,8,0,8,"PIT",0
"4747","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,7,0,7,"PIT",0
"4748","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,7,0,7,"PIT",0
"4749","B.Spann-Ford","00-0039530","D.Prescott","00-0033077",0,16,NA,0,"PIT",0
"4750","R.Dowdle","00-0036139","D.Prescott","00-0033077",1,22,0,22,"PIT",0
"4751","G.Pickens","00-0037247","J.Fields","00-0036945",0,19,NA,0,"DAL",0
"4752","G.Pickens","00-0037247","J.Fields","00-0036945",0,-4,NA,0,"DAL",0
"4753","C.Lamb","00-0036358","D.Prescott","00-0033077",0,2,NA,0,"PIT",0
"4754","B.Spann-Ford","00-0039530","D.Prescott","00-0033077",1,0,7,7,"PIT",0
"4755","J.Tolbert","00-0037666","D.Prescott","00-0033077",0,52,NA,0,"PIT",1
"4756","V.Jefferson","00-0036415","J.Fields","00-0036945",1,5,3,8,"DAL",0
"4757","Co.Heyward","00-0037304","J.Fields","00-0036945",0,6,NA,0,"DAL",0
"4758","V.Jefferson","00-0036415","J.Fields","00-0036945",0,23,NA,0,"DAL",0
"4759","B.Johnson","00-0037382","J.Fields","00-0036945",1,5,4,9,"DAL",0
"4760","G.Pickens","00-0037247","J.Fields","00-0036945",1,2,19,21,"DAL",0
"4761","P.Freiermuth","00-0036894","J.Fields","00-0036945",1,0,6,6,"DAL",0
"4762","C.Lamb","00-0036358","D.Prescott","00-0033077",1,5,4,9,"PIT",0
"4763","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,7,0,7,"PIT",0
"4764","E.Elliott","00-0033045","D.Prescott","00-0033077",0,2,NA,0,"PIT",0
"4765","J.Ferguson","00-0038041","D.Prescott","00-0033077",1,6,4,10,"PIT",0
"4766","H.Luepke","00-0038738","D.Prescott","00-0033077",1,-4,22,18,"PIT",0
"4767","J.Tolbert","00-0037666","D.Prescott","00-0033077",0,4,NA,0,"PIT",0
"4768","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,4,0,4,"PIT",0
"4769","C.Austin","00-0037837","J.Fields","00-0036945",0,31,NA,0,"DAL",0
"4770","G.Pickens","00-0037247","J.Fields","00-0036945",1,2,-5,-7,"DAL",0
"4771","D.Wicks","00-0038393","J.Love","00-0036264",0,25,NA,0,"LA",0
"4772",NA,NA,"J.Love","00-0036264",0,NA,NA,-8,"LA",0
"4773","C.Parkinson","00-0036244","M.Stafford","00-0026498",1,4,2,6,"GB",0
"4774","T.Atwell","00-0036849","M.Stafford","00-0026498",0,17,NA,0,"GB",0
"4775","M.Heath","00-0038465","J.Love","00-0036264",1,7,0,7,"LA",0
"4776","J.Reed","00-0039146","J.Love","00-0036264",1,4,0,4,"LA",0
"4777","T.Kraft","00-0038996","J.Love","00-0036264",0,8,NA,0,"LA",0
"4778","J.Reed","00-0039146","J.Love","00-0036264",1,51,2,53,"LA",0
"4779","T.Atwell","00-0036849","M.Stafford","00-0026498",1,0,8,8,"GB",0
"4780","T.Atwell","00-0036849","M.Stafford","00-0026498",1,21,3,24,"GB",0
"4781","C.Parkinson","00-0036244","M.Stafford","00-0026498",0,4,NA,0,"GB",0
"4782","C.Parkinson","00-0036244","M.Stafford","00-0026498",0,4,NA,0,"GB",0
"4783","J.Reed","00-0039146","J.Love","00-0036264",0,16,NA,0,"LA",0
"4784","T.Atwell","00-0036849","M.Stafford","00-0026498",1,3,1,4,"GB",0
"4785","B.Corum","00-0039738","M.Stafford","00-0026498",1,-6,14,8,"GB",0
"4786","D.Robinson","00-0032775","M.Stafford","00-0026498",0,24,NA,0,"GB",0
"4787","D.Wicks","00-0038393","J.Love","00-0036264",0,15,NA,0,"LA",0
"4788","T.Kraft","00-0038996","J.Love","00-0036264",1,3,2,5,"LA",0
"4789","J.Whittington","00-0039751","M.Stafford","00-0026498",1,-4,11,7,"GB",0
"4790","D.Allen","00-0039074","M.Stafford","00-0026498",0,-5,NA,0,"GB",0
"4791","D.Robinson","00-0032775","M.Stafford","00-0026498",1,16,0,16,"GB",0
"4792","H.Long","00-0037004","M.Stafford","00-0026498",1,4,3,7,"GB",0
"4793","C.Parkinson","00-0036244","M.Stafford","00-0026498",0,7,NA,0,"GB",0
"4794",NA,NA,"M.Stafford","00-0026498",0,NA,NA,-9,"GB",0
"4795","J.Reed","00-0039146","J.Love","00-0036264",1,-4,7,3,"LA",0
"4796","D.Wicks","00-0038393","J.Love","00-0036264",0,0,NA,0,"LA",0
"4797",NA,NA,"J.Love","00-0036264",0,-4,NA,0,"LA",1
"4798","B.Melton","00-0037091","J.Love","00-0036264",1,8,4,12,"LA",0
"4799","M.Heath","00-0038465","J.Love","00-0036264",1,7,0,7,"LA",0
"4800","J.Reed","00-0039146","J.Love","00-0036264",1,6,12,18,"LA",0
"4801",NA,NA,"J.Love","00-0036264",0,NA,NA,-19,"LA",0
"4802","D.Wicks","00-0038393","J.Love","00-0036264",1,8,2,10,"LA",0
"4803","K.Williams","00-0037840","M.Stafford","00-0026498",1,1,2,3,"GB",0
"4804","J.Whittington","00-0039751","M.Stafford","00-0026498",1,12,19,31,"GB",0
"4805","T.Kraft","00-0038996","J.Love","00-0036264",1,16,50,66,"LA",0
"4806","T.Atwell","00-0036849","M.Stafford","00-0026498",0,41,NA,0,"GB",0
"4807","C.Parkinson","00-0036244","M.Stafford","00-0026498",1,6,0,6,"GB",0
"4808","X.Smith","00-0038359","M.Stafford","00-0026498",1,6,5,11,"GB",0
"4809","J.Whittington","00-0039751","M.Stafford","00-0026498",0,3,NA,0,"GB",0
"4810","D.Robinson","00-0032775","M.Stafford","00-0026498",0,23,NA,0,"GB",0
"4811","T.Atwell","00-0036849","M.Stafford","00-0026498",0,30,NA,0,"GB",1
"4812","J.Jacobs","00-0035700","J.Love","00-0036264",1,-5,26,21,"LA",0
"4813","T.Kraft","00-0038996","J.Love","00-0036264",1,-4,11,7,"LA",0
"4814","C.Parkinson","00-0036244","M.Stafford","00-0026498",1,1,5,6,"GB",0
"4815","J.Whittington","00-0039751","M.Stafford","00-0026498",1,-5,8,3,"GB",0
"4816","C.Parkinson","00-0036244","M.Stafford","00-0026498",0,22,NA,0,"GB",0
"4817","D.Robinson","00-0032775","M.Stafford","00-0026498",1,11,0,11,"GB",0
"4818","X.Smith","00-0038359","M.Stafford","00-0026498",1,-5,0,-5,"GB",0
"4819","H.Long","00-0037004","M.Stafford","00-0026498",1,3,6,9,"GB",0
"4820",NA,NA,"M.Stafford","00-0026498",0,NA,NA,-8,"GB",0
"4821","D.Wicks","00-0038393","J.Love","00-0036264",1,5,5,10,"LA",0
"4822","T.Kraft","00-0038996","J.Love","00-0036264",1,4,6,10,"LA",0
"4823","B.Melton","00-0037091","J.Love","00-0036264",0,8,NA,0,"LA",0
"4824","J.Reed","00-0039146","J.Love","00-0036264",0,2,NA,0,"LA",0
"4825","D.Wicks","00-0038393","J.Love","00-0036264",0,5,NA,0,"LA",0
"4826","Em.Wilson","00-0038797","J.Love","00-0036264",1,-5,-4,-9,"LA",0
"4827","C.Parkinson","00-0036244","M.Stafford","00-0026498",1,5,4,9,"GB",0
"4828","C.Parkinson","00-0036244","M.Stafford","00-0026498",0,4,NA,0,"GB",0
"4829","J.Whittington","00-0039751","M.Stafford","00-0026498",1,4,5,9,"GB",0
"4830","J.Whittington","00-0039751","M.Stafford","00-0026498",1,17,0,17,"GB",0
"4831","J.Whittington","00-0039751","M.Stafford","00-0026498",1,9,8,17,"GB",0
"4832","T.Atwell","00-0036849","M.Stafford","00-0026498",1,7,0,7,"GB",0
"4833","T.Atwell","00-0036849","M.Stafford","00-0026498",1,5,2,7,"GB",0
"4834","T.Atwell","00-0036849","M.Stafford","00-0026498",1,5,3,8,"GB",0
"4835","D.Robinson","00-0032775","M.Stafford","00-0026498",1,1,0,1,"GB",0
"4836","M.Heath","00-0038465","J.Love","00-0036264",0,0,NA,0,"LA",0
"4837","D.Wicks","00-0038393","J.Love","00-0036264",0,33,NA,0,"LA",0
"4838","C.Parkinson","00-0036244","M.Stafford","00-0026498",1,5,4,9,"GB",0
"4839","J.Whittington","00-0039751","M.Stafford","00-0026498",0,27,NA,0,"GB",0
"4840","J.Whittington","00-0039751","M.Stafford","00-0026498",0,12,NA,0,"GB",0
"4841","T.Atwell","00-0036849","M.Stafford","00-0026498",0,4,NA,0,"GB",0
"4842","C.Parkinson","00-0036244","M.Stafford","00-0026498",1,6,3,9,"GB",0
"4843","J.Whittington","00-0039751","M.Stafford","00-0026498",1,4,1,5,"GB",0
"4844",NA,NA,"M.Stafford","00-0026498",0,NA,NA,-7,"GB",0
"4845","C.Parkinson","00-0036244","M.Stafford","00-0026498",1,7,0,7,"GB",0
"4846","C.Parkinson","00-0036244","M.Stafford","00-0026498",0,7,NA,0,"GB",0
"4847","J.Downs","00-0038997","J.Flacco","00-0026158",1,13,0,13,"JAX",0
