"","rusher_player_name","pos_team","yards_gained"
"4536","T.Etienne","JAX",-2
"4537","T.Etienne","JAX",1
"4538","D.Swift","CHI",12
"4539","D.Swift","CHI",3
"4540","C.Williams","CHI",10
"4541","D.Swift","CHI",6
"4542","D.Swift","CHI",-2
"4543","T.Lawrence","JAX",4
"4544","C.Williams","CHI",4
"4545","D.Swift","CHI",1
"4546","R.Johnson","CHI",4
"4547","R.Johnson","CHI",0
"4548","T.Bigsby","JAX",2
"4549","T.Bigsby","JAX",5
"4550","D.Swift","CHI",1
"4551","D.Swift","CHI",10
"4552","C.Williams","CHI",23
"4553","C.Williams","CHI",19
"4554","D.Swift","CHI",2
"4555","T.Bigsby","JAX",2
"4556","T.Lawrence","JAX",4
"4557","D.Johnson","JAX",4
"4558","T.Bigsby","JAX",4
"4559","D.Swift","CHI",8
"4560","D.Swift","CHI",17
"4561","D.Swift","CHI",19
"4562","D.Swift","CHI",4
"4563","D.Swift","CHI",1
"4564","D.Johnson","JAX",13
"4565","D.Johnson","JAX",7
"4566","D.Johnson","JAX",3
"4567","D.Swift","CHI",3
"4568","D.Swift","CHI",1
"4569","R.Johnson","CHI",3
"4570","R.Johnson","CHI",1
"4571","R.Johnson","CHI",0
"4572","D.Johnson","JAX",0
"4573","J.Williams","DEN",1
"4574","J.Williams","DEN",1
"4575","J.Dobbins","LAC",4
"4576","J.McLaughlin","DEN",3
"4577","J.Dobbins","LAC",8
"4578","J.Dobbins","LAC",12
"4579","T.Franklin","DEN",5
"4580","J.Williams","DEN",3
"4581","B.Nix","DEN",2
"4582","J.McLaughlin","DEN",5
"4583","J.Dobbins","LAC",0
"4584","D.Davis","LAC",4
"4585","H.Haskins","LAC",2
"4586","J.Dobbins","LAC",5
"4587","J.Dobbins","LAC",-1
"4588","K.Vidal","LAC",6
"4589","K.Vidal","LAC",4
"4590","D.Davis","LAC",10
"4591","J.Dobbins","LAC",2
"4592","K.Vidal","LAC",-1
"4593","J.Williams","DEN",13
"4594","J.Williams","DEN",4
"4595","J.Williams","DEN",1
"4596","J.Dobbins","LAC",0
"4597","J.Dobbins","LAC",9
"4598","J.Dobbins","LAC",2
"4599","J.Dobbins","LAC",4
"4600","J.Dobbins","LAC",6
"4601","J.Dobbins","LAC",3
"4602","H.Haskins","LAC",3
"4603","Q.Johnston","LAC",0
"4604","J.Dobbins","LAC",-5
"4605","J.Herbert","LAC",5
"4606","A.Estime","DEN",2
"4607","B.Nix","DEN",10
"4608","B.Nix","DEN",21
"4609","J.Dobbins","LAC",2
"4610","J.Dobbins","LAC",14
"4611","K.Vidal","LAC",2
"4612","J.McLaughlin","DEN",0
"4613","J.Dobbins","LAC",0
"4614","J.Dobbins","LAC",3
"4615","A.Estime","DEN",11
"4616","J.Dobbins","LAC",1
"4617","B.Nix","DEN",1
"4618","B.Nix","DEN",6
"4619","J.Dobbins","LAC",8
"4620","J.Dobbins","LAC",20
"4621","J.Dobbins","LAC",0
"4622","J.Dobbins","LAC",0
"4623","J.Dobbins","LAC",1
"4624","J.Dobbins","LAC",-2
"4625","B.Nix","DEN",21
"4626","N.Harris","PIT",13
"4627","N.Harris","PIT",1
"4628","J.Warren","PIT",1
"4629","J.Warren","PIT",-2
"4630","A.Mattison","LV",4
"4631","A.Mattison","LV",7
"4632","A.Mattison","LV",3
"4633","A.Mattison","LV",9
"4634","A.Mattison","LV",-1
"4635","A.Mattison","LV",3
"4636","N.Harris","PIT",-5
"4637","A.Abdullah","LV",7
"4638","J.Fields","PIT",14
"4639","J.Warren","PIT",2
"4640","N.Harris","PIT",15
"4641","J.Warren","PIT",7
"4642","J.Fields","PIT",18
"4643","A.Mattison","LV",-3
"4644","A.Mattison","LV",3
"4645","D.Laube","LV",0
"4646","N.Harris","PIT",3
"4647","N.Harris","PIT",3
"4648","J.Fields","PIT",7
"4649","J.Fields","PIT",1
"4650","N.Harris","PIT",1
"4651","J.Fields","PIT",3
"4652","A.Mattison","LV",-1
"4653","A.Mattison","LV",2
"4654","A.Mattison","LV",1
"4655","N.Harris","PIT",3
"4656","J.Fields","PIT",0
"4657","J.Fields","PIT",1
"4658","N.Harris","PIT",26
"4659","N.Harris","PIT",1
"4660","N.Harris","PIT",5
"4661","N.Harris","PIT",36
"4662","A.Mattison","LV",2
"4663","A.Abdullah","LV",7
"4664","A.Mattison","LV",2
"4665","A.Abdullah","LV",10
"4666","A.Abdullah","LV",0
"4667","J.Warren","PIT",1
"4668","J.Warren","PIT",-2
"4669","J.Fields","PIT",10
"4670","N.Harris","PIT",7
"4671","N.Harris","PIT",-3
"4672","J.Fields","PIT",7
"4673","A.Mattison","LV",2
"4674","J.Ward","PIT",2
"4675","A.Shampklin","PIT",-2
"4676","J.Ward","PIT",5
"4677","J.Ward","PIT",6
"4678","K.Walker","SEA",3
"4679","K.Walker","SEA",1
"4680","Z.Charbonnet","SEA",4
"4681","K.Walker","SEA",1
"4682","J.Mason","SF",1
"4683","B.Purdy","SF",7
"4684","B.Purdy","SF",3
"4685","J.Mason","SF",4
"4686","D.Samuel","SF",5
"4687","J.Mason","SF",38
"4688","D.Samuel","SF",5
"4689","J.Mason","SF",3
"4690","K.Walker","SEA",0
"4691","K.Walker","SEA",8
"4692","J.Mason","SF",-1
"4693","K.Walker","SEA",2
"4694","K.Walker","SEA",5
"4695","J.Mason","SF",1
"4696","J.Mason","SF",5
"4697","K.Walker","SEA",-3
"4698","J.Mason","SF",14
"4699","I.Guerendo","SF",3
"4700","B.Purdy","SF",10
"4701","I.Guerendo","SF",1
"4702","D.Samuel","SF",4
"4703","I.Guerendo","SF",3
"4704","I.Guerendo","SF",-1
"4705","K.Walker","SEA",3
"4706","J.Mason","SF",8
"4707","I.Guerendo","SF",4
"4708","I.Guerendo","SF",6
"4709","I.Guerendo","SF",6
"4710","P.Taylor","SF",6
"4711","P.Taylor","SF",1
"4712","I.Guerendo","SF",2
"4713","K.Walker","SEA",2
"4714","Z.Charbonnet","SEA",4
"4715","K.Walker","SEA",-1
"4716","K.Walker","SEA",8
"4717","K.Walker","SEA",2
"4718","G.Smith","SEA",0
"4719","K.Walker","SEA",1
"4720","Z.Charbonnet","SEA",3
"4721","Z.Charbonnet","SEA",9
"4722","Z.Charbonnet","SEA",0
"4723","P.Taylor","SF",3
"4724","D.Samuel","SF",1
"4725","P.Taylor","SF",6
"4726","P.Taylor","SF",0
"4727","P.Taylor","SF",0
"4728","I.Guerendo","SF",76
"4729","I.Guerendo","SF",-1
"4730","K.Juszczyk","SF",6
"4731","B.Irving","TB",2
"4732","B.Irving","TB",15
"4733","S.Rattler","NO",0
"4734","A.Kamara","NO",7
"4735","S.Tucker","TB",11
"4736","B.Mayfield","TB",12
"4737","A.Kamara","NO",2
"4738","A.Kamara","NO",1
"4739","Ja.Williams","NO",-2
"4740","S.Rattler","NO",16
"4741","A.Kamara","NO",-1
"4742","A.Kamara","NO",1
"4743","B.Irving","TB",8
"4744","S.Rattler","NO",5
"4745","A.Kamara","NO",3
"4746","R.Shaheed","NO",2
"4747","B.Irving","TB",2
"4748","B.Irving","TB",-2
"4749","J.Mims","NO",5
"4750","A.Kamara","NO",3
"4751","A.Kamara","NO",3
"4752","A.Kamara","NO",4
"4753","A.Kamara","NO",7
"4754","B.Irving","TB",9
"4755","A.Kamara","NO",1
"4756","A.Kamara","NO",4
"4757","B.Irving","TB",-1
"4758","Ja.Williams","NO",9
"4759","S.Tucker","TB",6
"4760","S.Tucker","TB",2
"4761","B.Mayfield","TB",9
"4762","S.Tucker","TB",10
"4763","B.Irving","TB",5
"4764","S.Shepard","TB",9
"4765","B.Mayfield","TB",8
"4766","S.Rattler","NO",6
"4767","A.Kamara","NO",5
"4768","B.Irving","TB",31
"4769","S.Tucker","TB",18
"4770","B.Irving","TB",1
"4771","S.Shepard","TB",5
"4772","S.Tucker","TB",4
"4773","S.Shepard","TB",24
"4774","S.Tucker","TB",13
"4775","S.Tucker","TB",8
"4776","B.Irving","TB",2
"4777","S.Shepard","TB",-7
"4778","B.Irving","TB",1
"4779","B.Irving","TB",7
"4780","B.Irving","TB",1
"4781","S.Tucker","TB",36
"4782","S.Tucker","TB",3
"4783","S.Tucker","TB",0
"4784","S.Tucker","TB",12
"4785","S.Tucker","TB",8
"4786","S.Tucker","TB",5
"4787","D.Henry","BAL",2
"4788","D.Henry","BAL",0
"4789","A.Ekeler","WAS",5
"4790","J.Daniels","WAS",0
"4791","D.Henry","BAL",5
"4792","L.Jackson","BAL",4
"4793","L.Jackson","BAL",10
"4794","D.Henry","BAL",4
"4795","D.Henry","BAL",3
"4796","L.Jackson","BAL",0
"4797","T.McLaurin","WAS",0
"4798","D.Henry","BAL",1
"4799","A.Ekeler","WAS",6
"4800","A.Ekeler","WAS",-1
"4801","J.Daniels","WAS",6
"4802","D.Henry","BAL",5
"4803","D.Henry","BAL",15
"4804","L.Jackson","BAL",-2
"4805","D.Henry","BAL",3
"4806","L.Jackson","BAL",-1
"4807","J.Hill","BAL",2
"4808","J.Daniels","WAS",9
"4809","A.Ekeler","WAS",0
"4810","A.Ekeler","WAS",5
"4811","A.Ekeler","WAS",0
"4812","D.Henry","BAL",7
"4813","D.Henry","BAL",1
"4814","L.Jackson","BAL",33
"4815","Z.Flowers","BAL",2
"4816","J.McNichols","WAS",4
"4817","D.Henry","BAL",2
"4818","D.Henry","BAL",12
"4819","D.Henry","BAL",4
"4820","L.Jackson","BAL",1
"4821","D.Henry","BAL",5
"4822","D.Henry","BAL",7
"4823","A.Ekeler","WAS",3
"4824","J.McNichols","WAS",5
"4825","J.Daniels","WAS",0
"4826","A.Ekeler","WAS",0
"4827","D.Henry","BAL",8
"4828","D.Henry","BAL",5
"4829","D.Henry","BAL",1
"4830","D.Henry","BAL",4
"4831","L.Jackson","BAL",-5
"4832","A.Ekeler","WAS",3
"4833","J.Daniels","WAS",4
"4834","J.Daniels","WAS",3
"4835","D.Henry","BAL",2
"4836","D.Henry","BAL",27
"4837","D.Henry","BAL",4
"4838","D.Henry","BAL",5
"4839","L.Jackson","BAL",2
"4840","B.Mayfield","TB",6
"4841","R.White","TB",1
"4842","R.White","TB",1
"4843","B.Irving","TB",4
"4844","B.Irving","TB",4
"4845","J.McMillan","TB",11
"4846","D.Henry","BAL",4
"4847","L.Jackson","BAL",11
"4848","D.Henry","BAL",-1
"4849","B.Irving","TB",2
"4850","R.White","TB",7
"4851","B.Irving","TB",3
"4852","Z.Flowers","BAL",19
"4853","L.Jackson","BAL",11
"4854","D.Henry","BAL",7
"4855","S.Tucker","TB",5
"4856","S.Tucker","TB",3
"4857","S.Tucker","TB",4
"4858","R.White","TB",8
"4859","R.White","TB",4
"4860","B.Irving","TB",6
"4861","D.Henry","BAL",13
"4862","S.Tucker","TB",15
"4863","S.Tucker","TB",2
"4864","J.Hill","BAL",3
"4865","L.Jackson","BAL",2
"4866","L.Jackson","BAL",6
"4867","L.Jackson","BAL",0
"4868","R.White","TB",6
"4869","R.White","TB",5
"4870","R.White","TB",5
"4871","B.Mayfield","TB",1
"4872","D.Henry","BAL",8
"4873","D.Henry","BAL",3
"4874","B.Irving","TB",-2
"4875","D.Henry","BAL",81
"4876","D.Henry","BAL",3
"4877","D.Henry","BAL",4
"4878","B.Irving","TB",4
"4879","B.Mayfield","TB",4
"4880","D.Henry","BAL",1
"4881","L.Jackson","BAL",4
"4882","L.Jackson","BAL",17
"4883","D.Henry","BAL",-1
"4884","L.Jackson","BAL",0
"4885","R.White","TB",-1
"4886","D.Henry","BAL",3
"4887","D.Henry","BAL",39
"4888","J.Hill","BAL",1
"4889","D.Henry","BAL",3
"4890","D.Henry","BAL",2
"4891","L.Jackson","BAL",1
"4892","B.Irving","TB",1
"4893","B.Irving","TB",1
"4894","R.White","TB",4
"4895","J.Hill","BAL",0
"4896","J.Hill","BAL",-1
"4897","J.Hill","BAL",1
"4898","B.Mayfield","TB",12
"4899","C.Hubbard","CAR",4
"4900","M.Sanders","CAR",26
"4901","C.Hubbard","CAR",6
"4902","C.Hubbard","CAR",1
"4903","C.Hubbard","CAR",1
"4904","J.Daniels","WAS",46
"4905","A.Ekeler","WAS",5
"4906","J.McNichols","WAS",9
"4907","B.Robinson","WAS",3
"4908","B.Robinson","WAS",11
"4909","J.Daniels","WAS",7
"4910","B.Robinson","WAS",6
"4911","J.Daniels","WAS",-3
"4912","M.Mariota","WAS",4
"4913","C.Hubbard","CAR",4
"4914","C.Hubbard","CAR",1
"4915","B.Robinson","WAS",8
"4916","B.Robinson","WAS",7
"4917","B.Robinson","WAS",7
"4918","B.Robinson","WAS",8
"4919","A.Dalton","CAR",4
"4920","C.Hubbard","CAR",4
"4921","C.Hubbard","CAR",8
"4922","C.Hubbard","CAR",0
"4923","M.Sanders","CAR",1
"4924","C.Hubbard","CAR",-2
"4925","A.Ekeler","WAS",3
"4926","M.Mariota","WAS",9
"4927","C.Hubbard","CAR",-2
"4928","C.Hubbard","CAR",0
"4929","B.Robinson","WAS",3
"4930","M.Mariota","WAS",4
"4931","M.Mariota","WAS",1
"4932","M.Mariota","WAS",11
"4933","B.Robinson","WAS",3
"4934","B.Robinson","WAS",2
"4935","A.Ekeler","WAS",3
"4936","B.Robinson","WAS",6
"4937","M.Mariota","WAS",5
"4938","A.Ekeler","WAS",6
"4939","B.Robinson","WAS",7
"4940","C.Hubbard","CAR",9
"4941","X.Legette","CAR",6
"4942","C.Hubbard","CAR",2
"4943","C.Hubbard","CAR",9
"4944","M.Sanders","CAR",7
"4945","C.Hubbard","CAR",4
"4946","J.McNichols","WAS",5
"4947","M.Mariota","WAS",1
"4948","M.Mariota","WAS",6
"4949","J.McNichols","WAS",3
"4950","J.McNichols","WAS",6
"4951","J.McNichols","WAS",2
"4952","M.Mariota","WAS",-4
"4953","C.Hubbard","CAR",3
"4954","J.McNichols","WAS",7
"4955","J.McNichols","WAS",10
"4956","N.Chubb","CLE",2
"4957","C.Brown","CIN",0
"4958","N.Chubb","CLE",1
"4959","D.Foreman","CLE",5
"4960","N.Chubb","CLE",3
"4961","N.Chubb","CLE",-1
"4962","C.Brown","CIN",4
"4963","Z.Moss","CIN",3
"4964","D.Foreman","CLE",0
"4965","J.Chase","CIN",11
"4966","N.Chubb","CLE",0
"4967","C.Brown","CIN",2
"4968","Z.Moss","CIN",2
"4969","N.Chubb","CLE",5
"4970","N.Chubb","CLE",4
"4971","D.Watson","CLE",2
"4972","P.Strong","CLE",4
"4973","D.Watson","CLE",-2
"4974","N.Chubb","CLE",5
"4975","N.Chubb","CLE",0
"4976","N.Chubb","CLE",1
"4977","D.Thompson-Robinson","CLE",34
"4978","C.Brown","CIN",22
"4979","Z.Moss","CIN",1
"4980","C.Brown","CIN",0
"4981","C.Brown","CIN",2
"4982","Z.Moss","CIN",1
"4983","D.Thompson-Robinson","CLE",12
"4984","N.Chubb","CLE",2
"4985","C.Brown","CIN",-3
"4986","P.Strong","CLE",0
"4987","C.Brown","CIN",2
"4988","Z.Moss","CIN",1
"4989","P.Strong","CLE",2
"4990","C.Brown","CIN",-1
"4991","C.Brown","CIN",11
"4992","Z.Moss","CIN",-1
"4993","C.Brown","CIN",4
"4994","C.Brown","CIN",3
"4995","C.Brown","CIN",0
"4996","C.Brown","CIN",-3
"4997","C.Brown","CIN",1
"4998","B.Nix","DEN",14
"4999","B.Nix","DEN",8
"5000","A.Kamara","NO",1
"5001","A.Estime","DEN",6
"5002","J.Williams","DEN",10
"5003","J.McLaughlin","DEN",-2
"5004","B.Nix","DEN",3
"5005","A.Kamara","NO",0
"5006","K.Miller","NO",8
"5007","J.Williams","DEN",4
"5008","B.Nix","DEN",2
"5009","J.Williams","DEN",7
"5010","J.Williams","DEN",3
"5011","J.Williams","DEN",5
"5012","B.Nix","DEN",4
"5013","B.Nix","DEN",4
"5014","J.Williams","DEN",20
"5015","A.Estime","DEN",4
"5016","J.Williams","DEN",2
"5017","J.Williams","DEN",8
"5018","A.Kamara","NO",6
"5019","Ja.Williams","NO",2
"5020","S.Rattler","NO",1
"5021","A.Kamara","NO",2
"5022","S.Rattler","NO",28
"5023","A.Kamara","NO",-7
"5024","B.Nix","DEN",3
"5025","B.Nix","DEN",3
"5026","J.Williams","DEN",13
"5027","A.Estime","DEN",7
"5028","J.McLaughlin","DEN",21
"5029","J.Williams","DEN",1
"5030","K.Miller","NO",3
"5031","J.McLaughlin","DEN",6
"5032","J.Williams","DEN",3
"5033","B.Nix","DEN",32
"5034","J.Williams","DEN",5
"5035","Ja.Williams","NO",2
"5036","Ja.Williams","NO",13
"5037","J.McLaughlin","DEN",10
"5038","B.Nix","DEN",2
"5039","A.Kamara","NO",4
"5040","J.Williams","DEN",-2
"5041","J.Williams","DEN",9
"5042","A.Kamara","NO",4
"5043","A.Estime","DEN",13
"5044","A.Estime","DEN",-1
"5045","K.Miller","NO",16
"5046","K.Miller","NO",9
"5047","K.Miller","NO",0
"5048","S.Rattler","NO",1
"5049","S.Rattler","NO",5
"5050","K.Miller","NO",0
"5051","D.Montgomery","DET",3
"5052","J.Reeves-Maybin","DET",1
"5053","A.Jones","MIN",34
"5054","J.Gibbs","DET",5
"5055","A.Jones","MIN",8
"5056","A.Jones","MIN",1
"5057","A.Jones","MIN",0
"5058","S.Darnold","MIN",6
"5059","A.Jones","MIN",0
"5060","D.Montgomery","DET",0
"5061","T.Chandler","MIN",1
"5062","J.Gibbs","DET",4
"5063","J.Gibbs","DET",4
"5064","J.Gibbs","DET",45
"5065","S.Darnold","MIN",19
"5066","A.Jones","MIN",0
"5067","D.Montgomery","DET",5
"5068","D.Montgomery","DET",4
"5069","A.Jones","MIN",3
"5070","A.Jones","MIN",2
"5071","J.Gibbs","DET",8
"5072","J.Gibbs","DET",8
"5073","D.Montgomery","DET",-1
"5074","J.Gibbs","DET",2
"5075","D.Montgomery","DET",1
"5076","J.Gibbs","DET",8
"5077","A.Jones","MIN",17
"5078","A.Jones","MIN",9
"5079","A.Jones","MIN",10
"5080","D.Montgomery","DET",6
"5081","D.Montgomery","DET",8
"5082","T.Chandler","MIN",3
"5083","A.Jones","MIN",3
"5084","S.Darnold","MIN",5
"5085","J.Gibbs","DET",5
"5086","J.Gibbs","DET",3
"5087","J.Gibbs","DET",2
"5088","S.Darnold","MIN",9
"5089","J.Jefferson","MIN",3
"5090","D.Montgomery","DET",5
"5091","J.Gibbs","DET",4
"5092","A.Jones","MIN",5
"5093","A.Jones","MIN",1
"5094","J.Gibbs","DET",4
"5095","J.Gibbs","DET",14
"5096","J.Gibbs","DET",0
"5097","J.Jacobs","GB",4
"5098","J.Jacobs","GB",3
"5099","J.Mixon","HOU",1
"5100","B.Melton","GB",-1
"5101","C.Stroud","HOU",3
"5102","J.Mixon","HOU",2
"5103","D.Pierce","HOU",2
"5104","J.Jacobs","GB",4
"5105","J.Jacobs","GB",13
"5106","J.Jacobs","GB",3
"5107","C.Watson","GB",-4
"5108","J.Jacobs","GB",1
"5109","J.Mixon","HOU",9
"5110","J.Mixon","HOU",2
"5111","Em.Wilson","GB",5
"5112","Em.Wilson","GB",2
"5113","Em.Wilson","GB",4
"5114","Em.Wilson","GB",-1
"5115","J.Mixon","HOU",9
"5116","J.Mixon","HOU",4
"5117","J.Mixon","HOU",4
"5118","D.Ogunbowale","HOU",6
"5119","J.Mixon","HOU",4
"5120","J.Mixon","HOU",32
"5121","D.Pierce","HOU",0
"5122","J.Mixon","HOU",10
"5123","J.Mixon","HOU",4
"5124","J.Mixon","HOU",0
"5125","J.Mixon","HOU",-2
"5126","J.Mixon","HOU",7
"5127","J.Jacobs","GB",3
"5128","J.Jacobs","GB",2
"5129","J.Jacobs","GB",10
"5130","J.Jacobs","GB",27
"5131","Em.Wilson","GB",1
"5132","J.Jacobs","GB",7
"5133","J.Reed","GB",0
"5134","J.Mixon","HOU",1
"5135","J.Mixon","HOU",2
"5136","J.Jacobs","GB",-1
"5137","C.Stroud","HOU",6
"5138","C.Stroud","HOU",10
"5139","J.Mixon","HOU",2
"5140","J.Mixon","HOU",-3
"5141","C.Stroud","HOU",1
"5142","J.Mixon","HOU",17
"5143","J.Mixon","HOU",1
"5144","J.Mixon","HOU",4
"5145","J.Mixon","HOU",-1
"5146","J.Mixon","HOU",12
"5147","J.Mixon","HOU",-1
"5148","J.Mixon","HOU",-2
"5149","J.Mixon","HOU",-3
"5150","J.Mason","SF",-1
"5151","B.Purdy","SF",2
"5152","K.Juszczyk","SF",14
"5153","K.Hunt","KC",2
"5154","K.Hunt","KC",2
"5155","K.Hunt","KC",6
"5156","J.Hicks","KC",1
"5157","P.Mahomes","KC",7
"5158","J.Mason","SF",1
"5159","J.Mason","SF",0
"5160","K.Hunt","KC",5
"5161","K.Hunt","KC",2
"5162","J.Mason","SF",4
"5163","M.Hardman","KC",20
"5164","K.Hunt","KC",0
"5165","K.Hunt","KC",3
"5166","K.Hunt","KC",1
"5167","X.Worthy","KC",5
"5168","K.Hunt","KC",3
"5169","K.Hunt","KC",6
"5170","I.Guerendo","SF",2
"5171","K.Hunt","KC",6
"5172","C.Steele","KC",2
"5173","J.Mason","SF",-1
"5174","K.Hunt","KC",2
"5175","J.Mason","SF",0
"5176","B.Purdy","SF",9
"5177","B.Purdy","SF",1
"5178","J.Mason","SF",3
"5179","B.Purdy","SF",1
"5180","B.Purdy","SF",3
"5181","J.Mason","SF",26
"5182","B.Purdy","SF",5
"5183","J.Mason","SF",8
"5184","J.Mason","SF",4
"5185","K.Hunt","KC",4
"5186","K.Hunt","KC",13
"5187","K.Hunt","KC",3
"5188","C.Steele","KC",0
"5189","C.Steele","KC",4
"5190","K.Hunt","KC",3
"5191","P.Mahomes","KC",33
"5192","K.Hunt","KC",3
"5193","K.Hunt","KC",0
"5194","P.Mahomes","KC",1
"5195","J.Mason","SF",7
"5196","J.Mason","SF",2
"5197","J.Mason","SF",7
"5198","J.Mason","SF",-2
"5199","K.Hunt","KC",6
"5200","K.Hunt","KC",6
"5201","C.Steele","KC",7
"5202","C.Steele","KC",2
"5203","C.Steele","KC",2
"5204","K.Hunt","KC",3
"5205","K.Hunt","KC",-1
"5206","S.Perine","KC",3
"5207","S.Perine","KC",3
"5208","M.Hardman","KC",18
"5209","B.Purdy","SF",5
"5210","B.Purdy","SF",1
"5211","K.Murray","ARI",5
"5212","J.Conner","ARI",1
"5213","K.Murray","ARI",16
"5214","J.Conner","ARI",6
"5215","J.Dobbins","LAC",7
"5216","J.Dobbins","LAC",4
"5217","K.Murray","ARI",2
"5218","J.Conner","ARI",10
"5219","J.Conner","ARI",11
"5220","J.Conner","ARI",0
"5221","J.Herbert","LAC",4
"5222","K.Vidal","LAC",1
"5223","J.Dobbins","LAC",2
"5224","J.Dobbins","LAC",-2
"5225","J.Reagor","LAC",-1
"5226","J.Dobbins","LAC",1
"5227","J.Conner","ARI",5
"5228","C.Tune","ARI",2
"5229","J.Conner","ARI",14
"5230","J.Conner","ARI",3
"5231","J.Conner","ARI",2
"5232","J.Dobbins","LAC",2
"5233","J.Conner","ARI",-6
"5234","E.Demercado","ARI",14
"5235","K.Vidal","LAC",7
"5236","J.Dobbins","LAC",6
"5237","J.Dobbins","LAC",2
"5238","J.Dobbins","LAC",11
"5239","J.Conner","ARI",4
"5240","J.Conner","ARI",0
"5241","J.Conner","ARI",13
"5242","J.Conner","ARI",13
"5243","C.Tune","ARI",0
"5244","C.Tune","ARI",0
"5245","J.Dobbins","LAC",2
"5246","J.Dobbins","LAC",2
"5247","K.Vidal","LAC",2
"5248","J.Conner","ARI",1
"5249","K.Murray","ARI",44
"5250","J.Conner","ARI",6
"5251","J.Conner","ARI",7
"5252","J.Dobbins","LAC",1
"5253","J.Dobbins","LAC",0
"5254","H.Haskins","LAC",0
"5255","H.Haskins","LAC",2
"5256","J.Dobbins","LAC",2
"5257","J.Herbert","LAC",4
"5258","J.Conner","ARI",5
"5259","J.Conner","ARI",6
"5260","A.Mattison","LV",3
"5261","A.Mattison","LV",3
"5262","K.Williams","LA",3
"5263","K.Williams","LA",9
"5264","A.Mattison","LV",4
"5265","K.Williams","LA",1
"5266","A.Mattison","LV",13
"5267","A.Mattison","LV",12
"5268","A.Mattison","LV",1
"5269","A.Mattison","LV",5
"5270","B.Corum","LA",5
"5271","B.Corum","LA",1
"5272","B.Corum","LA",5
"5273","K.Williams","LA",3
"5274","K.Williams","LA",0
"5275","K.Williams","LA",2
"5276","K.Williams","LA",1
"5277","A.Mattison","LV",-1
"5278","K.Williams","LA",9
"5279","K.Williams","LA",2
"5280","K.Williams","LA",13
"5281","A.Mattison","LV",4
"5282","A.Mattison","LV",3
"5283","A.Mattison","LV",5
"5284","A.Mattison","LV",5
"5285","X.Smith","LA",6
"5286","A.Mattison","LV",2
"5287","A.Mattison","LV",0
"5288","K.Williams","LA",2
"5289","K.Williams","LA",1
"5290","K.Williams","LA",-3
"5291","Z.White","LV",4
"5292","X.Smith","LA",24
"5293","K.Williams","LA",2
"5294","Z.White","LV",0
"5295","A.Mattison","LV",5
"5296","A.Mattison","LV",9
"5297","A.Mattison","LV",4
"5298","A.Mattison","LV",3
"5299","K.Williams","LA",9
"5300","A.Mattison","LV",6
"5301","D.Turner","LV",4
"5302","K.Williams","LA",0
"5303","K.Williams","LA",1
"5304","K.Williams","LA",3
"5305","A.Mattison","LV",3
"5306","A.Mattison","LV",-1
"5307","A.Mattison","LV",2
"5308","A.Mattison","LV",2
"5309","Z.White","LV",9
"5310","G.Minshew","LV",2
"5311","T.Tucker","LV",11
"5312","K.Williams","LA",14
"5313","K.Williams","LA",1
"5314","K.Williams","LA",3
"5315","T.Sermon","IND",-2
"5316","A.Richardson","IND",6
"5317","D.Achane","MIA",2
"5318","D.Achane","MIA",5
"5319","D.Achane","MIA",2
"5320","D.Achane","MIA",3
"5321","D.Achane","MIA",6
"5322","T.Huntley","MIA",2
"5323","R.Mostert","MIA",4
"5324","R.Mostert","MIA",11
"5325","R.Mostert","MIA",0
"5326","T.Goodson","IND",19
"5327","T.Goodson","IND",9
"5328","T.Goodson","IND",0
"5329","T.Sermon","IND",4
"5330","A.Richardson","IND",3
"5331","A.Richardson","IND",22
"5332","T.Goodson","IND",-1
"5333","A.Richardson","IND",0
"5334","D.Achane","MIA",4
"5335","T.Hill","MIA",5
"5336","D.Achane","MIA",15
"5337","D.Achane","MIA",1
"5338","T.Huntley","MIA",4
"5339","T.Goodson","IND",1
"5340","R.Mostert","MIA",9
"5341","R.Mostert","MIA",3
"5342","T.Huntley","MIA",6
"5343","T.Huntley","MIA",3
"5344","R.Mostert","MIA",1
"5345","R.Mostert","MIA",1
"5346","T.Huntley","MIA",5
"5347","T.Sermon","IND",3
"5348","T.Goodson","IND",6
"5349","A.Richardson","IND",1
"5350","D.Achane","MIA",14
"5351","D.Achane","MIA",6
"5352","D.Achane","MIA",1
"5353","R.Mostert","MIA",2
"5354","T.Goodson","IND",3
"5355","D.Achane","MIA",12
"5356","D.Achane","MIA",3
"5357","D.Achane","MIA",5
"5358","A.Richardson","IND",2
"5359","R.Mostert","MIA",7
"5360","A.Richardson","IND",12
"5361","A.Dulin","IND",12
"5362","T.Goodson","IND",2
"5363","T.Goodson","IND",7
"5364","J.Wright","MIA",3
"5365","A.Richardson","IND",1
"5366","J.Wright","MIA",9
"5367","J.Wright","MIA",19
"5368","J.Wright","MIA",2
"5369","J.Wright","MIA",0
"5370","A.Ingold","MIA",-1
"5371","T.Goodson","IND",4
"5372","T.Goodson","IND",2
"5373","D.Achane","MIA",-2
"5374","T.Sermon","IND",3
"5375","T.Goodson","IND",-1
"5376","T.Sermon","IND",11
"5377","T.Sermon","IND",6
"5378","T.Sermon","IND",7
"5379","A.Richardson","IND",4
"5380","A.Richardson","IND",0
"5381","R.Mostert","MIA",14
"5382","R.Mostert","MIA",-2
