"","receiver_player_name","receiver_player_id","passer_player_name","passer_player_id","complete_pass","air_yards","yards_after_catch"
"1552","Z.Flowers","00-0039064","L.Jackson","00-0034796",1,19,0
"1553",NA,NA,"L.Jackson","00-0034796",0,NA,NA
"1554","R.Bateman","00-0036550","L.Jackson","00-0034796",1,4,3
"1555","D.Adams","00-0031381","G.Minshew","00-0035289",1,6,0
"1556","D.Adams","00-0031381","G.Minshew","00-0035289",1,4,0
"1557","T.Tucker","00-0038563","G.Minshew","00-0035289",1,-4,10
"1558","A.Abdullah","00-0032104","G.Minshew","00-0035289",1,-8,8
"1559",NA,NA,"G.Minshew","00-0035289",0,NA,NA
"1560","J.Hill","00-0034975","L.Jackson","00-0034796",1,-6,13
"1561","J.Meyers","00-0034960","G.Minshew","00-0035289",1,-4,3
"1562","T.Tucker","00-0038563","G.Minshew","00-0035289",1,-2,9
"1563",NA,NA,"G.Minshew","00-0035289",0,8,NA
"1564","C.Kolar","00-0038046","L.Jackson","00-0034796",1,4,0
"1565","M.Andrews","00-0034753","L.Jackson","00-0034796",0,29,NA
"1566","B.Bowers","00-0039338","G.Minshew","00-0035289",1,11,0
"1567","D.Adams","00-0031381","G.Minshew","00-0035289",1,8,0
"1568","M.Mayer","00-0039066","G.Minshew","00-0035289",1,6,5
"1569","B.Bowers","00-0039338","G.Minshew","00-0035289",1,-6,10
"1570","Z.Flowers","00-0039064","L.Jackson","00-0034796",1,17,0
"1571","P.Ricard","00-0033376","L.Jackson","00-0034796",0,-5,NA
"1572","I.Likely","00-0037838","L.Jackson","00-0034796",1,-3,14
"1573","D.Henry","00-0032764","L.Jackson","00-0034796",1,0,12
"1574","Z.Flowers","00-0039064","L.Jackson","00-0034796",0,14,NA
"1575","H.Bryant","00-0036232","G.Minshew","00-0035289",0,18,NA
"1576","Z.Flowers","00-0039064","L.Jackson","00-0034796",1,16,5
"1577","Z.Flowers","00-0039064","L.Jackson","00-0034796",1,-2,12
"1578","Z.Flowers","00-0039064","L.Jackson","00-0034796",0,18,NA
"1579","N.Agholor","00-0031549","L.Jackson","00-0034796",0,36,NA
"1580","B.Bowers","00-0039338","G.Minshew","00-0035289",1,-2,3
"1581","A.Abdullah","00-0032104","G.Minshew","00-0035289",1,-5,6
"1582","D.Adams","00-0031381","G.Minshew","00-0035289",1,4,0
"1583",NA,NA,"G.Minshew","00-0035289",0,NA,NA
"1584","Z.Flowers","00-0039064","L.Jackson","00-0034796",0,5,NA
"1585","M.Andrews","00-0034753","L.Jackson","00-0034796",1,10,2
"1586","N.Agholor","00-0031549","L.Jackson","00-0034796",1,10,3
"1587","N.Agholor","00-0031549","L.Jackson","00-0034796",0,6,NA
"1588","Z.Flowers","00-0039064","L.Jackson","00-0034796",1,4,4
"1589","M.Andrews","00-0034753","L.Jackson","00-0034796",1,9,3
"1590","Z.Flowers","00-0039064","L.Jackson","00-0034796",1,7,1
"1591","M.Andrews","00-0034753","L.Jackson","00-0034796",1,15,1
"1592","Z.Flowers","00-0039064","L.Jackson","00-0034796",1,8,0
"1593","Z.White","00-0038040","G.Minshew","00-0035289",1,-3,14
"1594","B.Bowers","00-0039338","G.Minshew","00-0035289",1,16,9
"1595","J.Meyers","00-0034960","G.Minshew","00-0035289",1,7,2
"1596","D.Adams","00-0031381","G.Minshew","00-0035289",0,25,NA
"1597","R.Bateman","00-0036550","L.Jackson","00-0034796",1,13,2
"1598","R.Bateman","00-0036550","L.Jackson","00-0034796",0,2,NA
"1599","B.Bowers","00-0039338","G.Minshew","00-0035289",1,-3,2
"1600","J.Meyers","00-0034960","G.Minshew","00-0035289",1,12,1
"1601","Z.White","00-0038040","G.Minshew","00-0035289",0,0,NA
"1602","D.Adams","00-0031381","G.Minshew","00-0035289",1,0,2
"1603","B.Bowers","00-0039338","G.Minshew","00-0035289",1,23,4
"1604","R.Bateman","00-0036550","L.Jackson","00-0034796",1,18,0
"1605","I.Likely","00-0037838","L.Jackson","00-0034796",1,5,10
"1606",NA,NA,"G.Minshew","00-0035289",0,NA,NA
"1607","D.Adams","00-0031381","G.Minshew","00-0035289",1,19,7
"1608","D.Adams","00-0031381","G.Minshew","00-0035289",1,30,0
"1609","J.Meyers","00-0034960","G.Minshew","00-0035289",0,9,NA
"1610",NA,NA,"G.Minshew","00-0035289",0,6,NA
"1611","Z.Flowers","00-0039064","L.Jackson","00-0034796",0,-5,NA
"1612","D.Adams","00-0031381","G.Minshew","00-0035289",1,26,3
"1613","Z.White","00-0038040","G.Minshew","00-0035289",1,-5,6
"1614","B.Bowers","00-0039338","G.Minshew","00-0035289",1,5,10
"1615","B.Bowers","00-0039338","G.Minshew","00-0035289",1,5,0
"1616","D.Adams","00-0031381","G.Minshew","00-0035289",0,7,NA
"1617","B.Bowers","00-0039338","G.Minshew","00-0035289",1,7,4
"1618","D.Adams","00-0031381","G.Minshew","00-0035289",0,9,NA
"1619",NA,NA,"G.Minshew","00-0035289",0,NA,NA
"1620","D.Adams","00-0031381","G.Minshew","00-0035289",1,1,0
"1621",NA,NA,"L.Jackson","00-0034796",0,NA,NA
"1622","J.Hill","00-0034975","L.Jackson","00-0034796",1,-4,7
"1623","J.Meyers","00-0034960","G.Minshew","00-0035289",1,8,0
"1624","M.Andrews","00-0034753","L.Jackson","00-0034796",1,4,7
"1625",NA,NA,"L.Jackson","00-0034796",0,11,NA
"1626","I.Likely","00-0037838","L.Jackson","00-0034796",0,24,NA
"1627","R.Shaheed","00-0037545","D.Carr","00-0031280",1,11,6
"1628","R.Shaheed","00-0037545","D.Carr","00-0031280",1,4,5
"1629","C.Olave","00-0037239","D.Carr","00-0031280",1,20,19
"1630","C.Lamb","00-0036358","D.Prescott","00-0033077",1,2,2
"1631","L.Schoonmaker","00-0038547","D.Prescott","00-0033077",1,3,5
"1632","L.Schoonmaker","00-0038547","D.Prescott","00-0033077",1,4,4
"1633","K.Turpin","00-0037801","D.Prescott","00-0033077",1,-4,9
"1634","R.Dowdle","00-0036139","D.Prescott","00-0033077",0,19,NA
"1635","K.Turpin","00-0037801","D.Prescott","00-0033077",1,-3,2
"1636","R.Dowdle","00-0036139","D.Prescott","00-0033077",1,4,5
"1637","R.Shaheed","00-0037545","D.Carr","00-0031280",1,49,21
"1638","C.Lamb","00-0036358","D.Prescott","00-0033077",1,7,0
"1639","B.Cooks","00-0031236","D.Prescott","00-0033077",1,6,2
"1640","C.Lamb","00-0036358","D.Prescott","00-0033077",0,29,NA
"1641","C.Lamb","00-0036358","D.Prescott","00-0033077",1,9,5
"1642",NA,NA,"D.Prescott","00-0033077",0,NA,NA
"1643","A.Kamara","00-0033906","D.Carr","00-0031280",1,-3,60
"1644","C.Lamb","00-0036358","D.Prescott","00-0033077",1,15,50
"1645",NA,NA,"D.Carr","00-0031280",0,-5,NA
"1646","C.Olave","00-0037239","D.Carr","00-0031280",1,1,9
"1647","T.Hill","00-0033357","D.Carr","00-0031280",1,-1,2
"1648","A.Kamara","00-0033906","D.Carr","00-0031280",0,-1,NA
"1649","E.Elliott","00-0033045","D.Prescott","00-0033077",1,-3,4
"1650","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,5,0
"1651","J.Tolbert","00-0037666","D.Prescott","00-0033077",0,17,NA
"1652","B.Cooks","00-0031236","D.Prescott","00-0033077",1,11,0
"1653","J.Brooks","00-0038640","D.Prescott","00-0033077",0,18,NA
"1654","R.Shaheed","00-0037545","D.Carr","00-0031280",1,-3,3
"1655","C.Olave","00-0037239","D.Carr","00-0031280",1,19,0
"1656","J.Tolbert","00-0037666","D.Prescott","00-0033077",0,8,NA
"1657","J.Brooks","00-0038640","D.Prescott","00-0033077",1,10,0
"1658","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,2,1
"1659","L.Schoonmaker","00-0038547","D.Prescott","00-0033077",1,5,3
"1660","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,14,5
"1661","L.Schoonmaker","00-0038547","D.Prescott","00-0033077",1,0,1
"1662","E.Elliott","00-0033045","D.Prescott","00-0033077",1,-11,26
"1663","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,39,0
"1664","E.Elliott","00-0033045","D.Prescott","00-0033077",0,0,NA
"1665",NA,NA,"D.Prescott","00-0033077",0,NA,NA
"1666","A.Kamara","00-0033906","D.Carr","00-0031280",1,0,8
"1667","C.Olave","00-0037239","D.Carr","00-0031280",1,13,0
"1668",NA,NA,"D.Carr","00-0031280",0,NA,NA
"1669","R.Dowdle","00-0036139","D.Prescott","00-0033077",1,1,4
"1670","R.Dowdle","00-0036139","D.Prescott","00-0033077",1,2,7
"1671","L.Schoonmaker","00-0038547","D.Prescott","00-0033077",1,0,15
"1672","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,12,0
"1673","R.Dowdle","00-0036139","D.Prescott","00-0033077",1,3,3
"1674","C.Lamb","00-0036358","D.Prescott","00-0033077",0,16,NA
"1675","J.Tolbert","00-0037666","D.Prescott","00-0033077",0,16,NA
"1676","B.Spann-Ford","00-0039530","D.Prescott","00-0033077",0,6,NA
"1677","C.Olave","00-0037239","D.Carr","00-0031280",0,20,NA
"1678","C.Lamb","00-0036358","D.Prescott","00-0033077",0,17,NA
"1679","A.Prentice","00-0036727","D.Carr","00-0031280",0,3,NA
"1680","C.Olave","00-0037239","D.Carr","00-0031280",0,6,NA
"1681","J.Tolbert","00-0037666","D.Prescott","00-0033077",1,3,1
"1682",NA,NA,"D.Prescott","00-0033077",0,NA,NA
"1683","L.Schoonmaker","00-0038547","D.Prescott","00-0033077",1,3,0
"1684","J.Brooks","00-0038640","D.Prescott","00-0033077",0,44,NA
"1685","K.Turpin","00-0037801","C.Rush","00-0033662",0,1,NA
"1686","K.Turpin","00-0037801","C.Rush","00-0033662",0,16,NA
"1687","D.Vaughn","00-0038622","C.Rush","00-0033662",1,-2,8
"1688","T.McLaurin","00-0035659","J.Daniels","00-0039910",1,-4,2
"1689","B.Robinson","00-0037746","J.Daniels","00-0039910",1,-7,10
"1690","N.Brown","00-0033591","J.Daniels","00-0039910",1,5,2
"1691","O.Zaccheaus","00-0035208","J.Daniels","00-0039910",1,0,6
"1692","D.Brown","00-0036626","J.Daniels","00-0039910",1,-1,6
"1693",NA,NA,"J.Daniels","00-0039910",0,NA,NA
"1694","D.Brown","00-0036626","J.Daniels","00-0039910",1,-2,14
"1695",NA,NA,"J.Daniels","00-0039910",0,NA,NA
"1696","D.Singletary","00-0035250","D.Jones","00-0035710",1,-3,3
"1697","M.Nabers","00-0039337","D.Jones","00-0035710",1,3,25
"1698","A.Ekeler","00-0033699","J.Daniels","00-0039910",1,-3,7
"1699","Z.Ertz","00-0030061","J.Daniels","00-0039910",1,19,2
"1700","Z.Ertz","00-0030061","J.Daniels","00-0039910",1,3,4
"1701",NA,NA,"J.Daniels","00-0039910",0,NA,NA
"1702","M.Nabers","00-0039337","D.Jones","00-0035710",1,-2,9
"1703","M.Nabers","00-0039337","D.Jones","00-0035710",0,34,NA
"1704","W.Robinson","00-0038117","D.Jones","00-0035710",0,6,NA
"1705",NA,NA,"J.Daniels","00-0039910",0,NA,NA
"1706","T.McLaurin","00-0035659","J.Daniels","00-0039910",1,6,2
"1707","T.McLaurin","00-0035659","J.Daniels","00-0039910",0,14,NA
"1708","T.McLaurin","00-0035659","J.Daniels","00-0039910",0,6,NA
"1709","A.Ekeler","00-0033699","J.Daniels","00-0039910",1,-2,18
"1710","M.Nabers","00-0039337","D.Jones","00-0035710",1,4,9
"1711","M.Nabers","00-0039337","D.Jones","00-0035710",0,42,NA
"1712","W.Robinson","00-0038117","D.Jones","00-0035710",1,4,7
"1713","D.Slayton","00-0035535","D.Jones","00-0035710",1,11,0
"1714",NA,NA,"D.Jones","00-0035710",0,9,NA
"1715","M.Nabers","00-0039337","D.Jones","00-0035710",1,4,17
"1716","M.Nabers","00-0039337","D.Jones","00-0035710",0,4,NA
"1717","M.Nabers","00-0039337","D.Jones","00-0035710",1,4,0
"1718","T.Tracy","00-0039384","D.Jones","00-0035710",0,NA,NA
"1719","D.Slayton","00-0035535","D.Jones","00-0035710",1,18,1
"1720",NA,NA,"D.Jones","00-0035710",0,NA,NA
"1721","T.McLaurin","00-0035659","J.Daniels","00-0039910",1,4,1
"1722","Z.Ertz","00-0030061","J.Daniels","00-0039910",1,15,5
"1723","Z.Ertz","00-0030061","J.Daniels","00-0039910",1,14,0
