"","punter_player_name","punter_player_id","kick_distance"
"2028","E.Evans","00-0039059",51
"2029","M.Dickson","00-0034160",51
"2030","M.Dickson","00-0034160",62
"2031","M.Dickson","00-0034160",56
"2032","M.Palardy","00-0031363",47
"2033","P.O'Donnell","00-0031079",50
"2034","M.Palardy","00-0031363",47
"2035","M.Palardy","00-0031363",38
"2036","P.O'Donnell","00-0031079",50
"2037","M.Palardy","00-0031363",48
"2038","T.Way","00-0030140",56
"2039","T.Way","00-0030140",53
"2040","B.Anger","00-0029692",55
"2041","T.Way","00-0030140",48
"2042","B.Anger","00-0029692",42
"2043","T.Way","00-0030140",39
"2044","B.Anger","00-0029692",58
"2045","T.Way","00-0030140",42
"2046","B.Anger","00-0029692",43
"2047","R.Dixon","00-0032943",53
"2048","R.Dixon","00-0032943",38
"2049","S.Martin","00-0030092",45
"2050","R.Dixon","00-0032943",48
"2051","R.Dixon","00-0032943",53
"2052","D.Whelan","00-0037547",50
"2053","B.Mann","00-0036313",47
"2054","D.Whelan","00-0037547",50
"2055","B.Mann","00-0036313",54
"2056","B.Mann","00-0036313",46
"2057","B.Mann","00-0036313",33
"2058","B.Mann","00-0036313",63
"2059","T.Townsend","00-0035889",67
"2060","J.Scott","00-0034162",35
"2061","T.Townsend","00-0035889",38
"2062","J.Scott","00-0034162",47
"2063","T.Townsend","00-0035889",50
"2064","J.Scott","00-0034162",55
"2065","J.Scott","00-0034162",48
"2066","J.Scott","00-0034162",36
"2067","T.Townsend","00-0035889",28
"2068","R.Wright","00-0037500",56
"2069","E.Evans","00-0039059",47
"2070","E.Evans","00-0039059",48
"2071","R.Wright","00-0037500",27
"2072","E.Evans","00-0039059",54
"2073","R.Wright","00-0037500",50
"2074","E.Evans","00-0039059",59
"2075","E.Evans","00-0039059",43
"2076","C.Waitman","00-0035821",60
"2077","C.Waitman","00-0035821",47
"2078","J.Stout","00-0038094",46
"2079","C.Waitman","00-0035821",56
"2080","C.Waitman","00-0035821",47
"2081","J.Stout","00-0038094",49
"2082","J.Stout","00-0038094",44
"2083","C.Waitman","00-0035821",47
"2084","J.Stout","00-0038094",44
"2085","J.Browning","00-0039477",41
"2086","J.Browning","00-0039477",56
"2087","S.Martin","00-0030092",44
"2088","S.Martin","00-0030092",54
"2089","S.Martin","00-0030092",52
"2090","T.Townsend","00-0035889",49
"2091","M.Araiza","00-0037284",51
"2092","M.Araiza","00-0037284",36
"2093","T.Townsend","00-0035889",34
"2094","B.Mann","00-0036313",57
"2095","E.Evans","00-0039059",49
"2096","B.Mann","00-0036313",32
"2097","E.Evans","00-0039059",49
"2098","E.Evans","00-0039059",53
"2099","B.Mann","00-0036313",55
"2100","E.Evans","00-0039059",58
"2101","E.Evans","00-0039059",48
"2102","B.Mann","00-0036313",55
"2103","J.Fox","00-0035156",43
"2104","T.Way","00-0030140",48
"2105","S.Martin","00-0030092",56
"2106","S.Martin","00-0030092",45
"2107","M.Araiza","00-0037284",42
"2108","M.Araiza","00-0037284",51
"2109","B.Mann","00-0036313",43
"2110","T.Way","00-0030140",45
"2111","B.Mann","00-0036313",40
"2112","B.Mann","00-0036313",53
"2113","M.Araiza","00-0037284",58
"2114","M.Araiza","00-0037284",60
"2115","M.Araiza","00-0037284",54
"2116","M.Araiza","00-0037284",42
"2117","B.Mann","00-0036313",43
"2118","M.Araiza","00-0037284",42
"2119","M.Araiza","00-0037284",55
